SKU,X,Y,Z,Len,Wid,Hgt,Rot
780136,0,0,0,290,600,210,True
732022,290,0,0,130,540,80,True
756481,420,0,0,270,370,70,True
787557,690,0,0,260,360,70,True
760124,0,600,0,290,390,180,True
793592,290,600,0,460,400,170,False
774324,750,600,0,200,400,140,True
714643,950,600,0,230,310,120,True
752576,420,0,80,240,490,90,True
787732,660,0,80,260,360,90,True
788720,920,0,80,260,360,90,True
733658,0,0,210,290,370,180,True
704757,290,0,210,270,510,200,True
704757,560,0,210,270,510,200,True
704757,830,0,210,270,510,200,True
718813,0,370,210,290,210,90,False
704025,0,600,210,290,170,290,False
708186,290,600,210,190,400,180,True
744565,480,600,210,340,380,170,True
705058,820,600,210,380,280,170,False
727488,0,770,210,290,210,90,False
718910,0,370,300,280,210,90,False
731999,0,770,300,280,210,90,False
754913,0,0,390,280,370,190,True
743369,290,600,390,180,310,380,True
710333,480,600,390,200,390,210,True
704757,680,600,390,510,270,200,False
704757,290,0,410,270,510,200,True
747095,560,0,410,210,510,200,True
770026,770,0,410,420,310,130,False
714512,770,0,540,350,260,70,False
733666,0,0,580,280,370,180,True
768617,480,600,600,200,300,290,True
747081,680,600,600,500,310,210,False
704768,290,0,610,270,450,220,True
704579,560,0,610,210,310,200,True
761153,770,0,610,410,310,130,False
763370,770,0,740,240,310,450,True
708198,1010,0,740,140,310,180,True
739528,770,310,740,380,200,210,False
705039,0,0,760,230,370,200,True
743369,290,600,770,180,310,380,True
743369,560,0,810,180,310,380,True
704944,680,600,810,250,310,340,True
774924,930,600,810,250,310,260,True
704768,290,0,830,270,450,220,True
708263,1010,0,920,140,310,180,True
743369,770,310,950,310,180,380,False
707738,0,0,960,230,320,160,True
704768,290,0,1050,270,450,220,True
717942,0,0,1120,230,310,120,True
708263,290,600,1150,140,310,180,True
779923,680,600,1150,250,310,200,True
716206,930,600,1150,210,310,200,True
706623,560,0,1190,130,310,180,True
776317,770,0,1190,240,260,210,True
717636,0,0,1240,210,310,190,True
704768,290,0,1270,270,450,220,True
718855,680,600,1350,230,310,120,True
732527,680,600,1470,230,310,120,True
704768,290,0,1490,270,450,220,True
734996,680,600,1590,230,310,120,True
704768,290,0,1710,270,450,220,True
767737,680,600,1710,230,310,120,True
782958,680,600,1830,230,310,120,True
764501,290,0,1930,270,450,220,True
792125,680,600,1950,230,310,120,True
764501,290,0,2150,270,450,220,True
764501,290,0,2370,270,450,220,True
764501,290,0,2590,270,450,220,True
770211,290,0,2810,270,350,140,True
707641,290,0,2950,260,350,180,True
705448,290,0,3130,260,350,120,True
791935,290,0,3250,260,350,120,True
746241,290,0,3370,260,350,70,True
700026,290,0,3440,240,330,160,True
785166,290,0,3600,210,320,120,True

Execution,0.002s
Fill,28.67%
