SKU,X,Y,Z,Len,Wid,Hgt,Rot
708120,0,0,0,410,450,160,True
774750,410,0,0,240,450,160,True
770026,650,0,0,310,420,130,True
749059,960,0,0,240,330,130,True
765930,0,450,0,390,210,150,False
601032,410,450,0,310,470,120,True
737101,720,450,0,310,460,70,True
712748,0,660,0,230,340,90,True
773849,0,0,160,410,280,210,False
756546,410,0,160,190,440,170,True
732521,600,0,160,310,420,110,True
762769,910,0,160,280,420,110,True
723266,0,280,160,310,170,170,False
782551,0,450,160,410,210,210,False
755655,410,450,160,240,510,200,True
705196,650,450,160,300,460,160,True
749022,950,450,160,250,330,140,True
783097,0,660,160,180,340,170,True
768175,180,660,160,230,310,160,True
699989,410,0,330,190,300,290,True
704763,600,0,330,270,430,330,True
747746,870,0,330,330,320,260,False
748688,410,450,360,240,360,190,True
747075,650,450,360,200,500,210,True
733698,850,450,360,350,270,150,False
760804,850,720,360,350,230,150,False
720141,410,810,360,210,150,140,False
765046,0,0,370,380,280,160,False
728526,0,280,370,250,150,180,False
706155,0,450,370,400,210,180,False
783798,0,660,370,180,340,170,True
714146,180,660,370,230,300,140,True
784239,0,0,530,380,200,150,False
704027,0,660,540,180,290,290,True
704010,180,660,540,230,310,230,True
731307,0,280,550,250,150,150,False
706248,0,450,550,400,180,230,False
733729,410,450,550,240,310,180,True
764075,410,810,550,240,140,220,False
706031,650,450,570,200,300,290,True
769017,850,450,570,350,270,240,False
704024,850,720,570,310,230,230,False
704740,410,0,620,190,290,290,True
704415,600,0,660,270,420,330,True
778781,870,0,660,330,250,200,False
769927,870,250,660,260,180,190,False
707785,0,0,680,350,200,200,False
728133,0,280,700,230,130,220,False
704589,410,450,730,210,310,200,True
733716,180,660,770,230,300,140,True
772297,410,810,770,210,140,200,False
748547,0,450,780,290,140,120,False
761205,850,450,810,350,230,150,False
733718,850,720,810,290,230,140,False
700381,870,0,860,310,250,340,False
716773,650,450,860,200,210,180,True
717596,0,0,880,250,200,150,False
741175,410,0,910,190,250,220,True
733725,180,660,910,230,290,140,True
778742,410,450,930,210,290,110,True
710865,850,720,950,290,220,180,False
703338,850,450,960,310,230,120,False
723622,600,0,990,270,360,120,True
794348,410,450,1040,210,290,110,True
761198,180,660,1050,210,290,90,True
733384,850,450,1080,310,230,120,False
735873,600,0,1110,270,350,120,True
739720,850,720,1130,280,220,100,False
718316,180,660,1140,210,280,110,True
736246,410,450,1150,210,280,110,True
704948,870,0,1200,310,250,340,False
734957,850,450,1200,310,230,120,False
738995,600,0,1230,260,350,120,True
765563,850,720,1230,280,210,100,False
718910,180,660,1250,210,280,90,True
731999,410,450,1260,210,280,90,True
734996,850,450,1320,310,230,120,False
761237,850,720,1330,280,210,90,False
761240,180,660,1340,210,280,90,True
769803,600,0,1350,260,320,210,True
761241,410,450,1350,210,280,90,True
788268,850,720,1420,260,190,130,False
735410,850,450,1440,310,230,120,False
744924,870,0,1540,310,250,260,False
724472,600,0,1560,260,310,210,True
739367,850,450,1560,310,230,120,False
769344,850,450,1680,310,230,120,False
764492,600,0,1770,260,310,210,True
752579,870,0,1800,310,250,180,False
774645,850,450,1800,310,230,120,False
715118,850,450,1920,300,200,100,False
746065,600,0,1980,250,310,120,True
768131,870,0,1980,310,240,110,False

Execution,0.004s
Fill,47.08%
