PalletId,282
Address,C
ExecutionTime,4.495 seconds

SKU,X,Y,Z,Length,Width,Height,Rotated
704480,0,0,0,600,250,300,False
704479,600,0,0,600,250,300,False
780136,600,250,0,600,300,250,False
780136,600,550,0,600,300,250,False
790142,0,250,0,600,300,250,False
785728,0,550,0,600,300,250,False
755961,600,850,0,450,150,200,False
768171,0,850,0,450,150,200,False
722105,0,0,300,450,300,250,False
722105,450,0,300,450,300,250,False
739022,450,300,300,450,300,250,False
773849,450,600,300,450,300,250,False
794985,0,300,300,450,300,250,False
794985,0,600,300,450,300,250,False
794985,900,0,300,300,450,250,True
794985,900,450,300,300,450,250,True
601032,0,0,550,500,350,150,False
704076,500,0,550,500,350,150,False
704078,500,350,550,500,350,150,False
736825,0,350,550,500,350,150,False
739759,500,700,550,500,300,150,False
763599,0,700,550,500,300,150,False
747087,1000,0,550,200,450,150,True
747087,1000,450,550,200,450,150,True
700746,0,0,700,350,250,300,False
736672,350,0,700,500,350,150,False
737114,350,350,700,500,350,150,False
739512,850,0,700,350,500,150,True
746037,850,500,700,350,500,150,True
764806,0,250,700,350,500,150,True
765860,350,700,700,350,300,250,False
744924,0,750,700,350,250,300,False
764075,700,700,700,150,250,250,True
723023,0,0,1000,450,350,150,False
740975,450,0,1000,450,350,150,False
732529,450,350,1000,450,350,150,False
740975,0,350,1000,450,350,150,False
789416,450,700,1000,400,300,150,False
710049,0,700,1000,400,300,150,False
737721,900,0,1000,300,400,150,True
772126,900,400,1000,300,400,150,True
730745,900,800,1000,300,200,150,False
704602,0,0,1150,400,200,250,False
704603,400,0,1150,400,200,250,False
704801,800,0,1150,400,200,250,False
743269,800,200,1150,400,200,250,False
765043,800,400,1150,400,250,200,False
704603,800,650,1150,400,200,250,False
704945,400,200,1150,400,250,200,False
707477,400,450,1150,400,200,250,False
707565,400,650,1150,400,250,200,False
707584,0,200,1150,400,250,200,False
736961,0,450,1150,400,200,250,False
753284,0,650,1150,400,200,250,False
703674,800,850,1150,350,150,200,False
708198,0,850,1150,350,150,200,False
704587,0,0,1400,350,250,200,False
704589,350,0,1400,350,250,200,False
704590,700,0,1400,350,250,200,False
716206,700,250,1400,350,250,200,False
718208,700,500,1400,350,250,200,False
754595,700,750,1400,350,250,200,False
764568,350,250,1400,350,250,200,False
772302,350,500,1400,350,250,200,False
779550,350,750,1400,350,250,200,False
704579,0,250,1400,350,250,200,False
704587,0,500,1400,350,250,200,False
704589,0,750,1400,350,250,200,False
708196,1050,0,1400,150,350,200,True
708198,1050,350,1400,150,350,200,True
746557,1050,700,1400,150,300,200,True
765944,0,0,1600,350,300,150,False
765974,350,0,1600,350,300,150,False
784919,700,0,1600,350,300,150,False
716265,700,300,1600,350,300,150,False
738995,700,600,1600,350,300,150,False
747011,350,300,1600,350,300,150,False
765846,350,600,1600,350,300,150,False
765943,0,300,1600,350,300,150,False
765976,0,600,1600,350,300,150,False
769721,0,0,1750,350,250,150,False
701080,350,0,1750,350,250,150,False
714643,700,0,1750,350,250,150,False
718855,700,250,1750,350,250,150,False
731325,700,500,1750,350,250,150,False
731432,700,750,1750,350,250,150,False
733149,350,250,1750,350,250,150,False
734951,350,500,1750,350,250,150,False
734957,350,750,1750,350,250,150,False
734994,0,250,1750,350,250,150,False
736854,0,500,1750,350,250,150,False
746065,0,750,1750,350,250,150,False
704053,0,0,1900,400,300,100,False
704053,400,0,1900,400,300,100,False
704043,800,0,1900,400,300,100,False
704055,800,300,1900,400,300,100,False
704256,800,600,1900,400,300,100,False
766168,400,300,1900,400,300,100,False
768879,400,600,1900,400,300,100,False
769109,0,300,1900,400,300,100,False
704043,0,600,1900,400,300,100,False
746241,0,0,2000,350,300,100,False
714512,350,0,2000,350,300,100,False
766166,700,0,2000,350,300,100,False
746241,700,300,2000,350,300,100,False
760779,700,600,2000,350,300,100,False
760779,350,300,2000,350,300,100,False
766166,350,600,2000,350,300,100,False
746241,0,300,2000,350,300,100,False
760779,0,600,2000,350,300,100,False

FillRate,84.99%
