SKU,X,Y,Z,Len,Wid,Hgt,Rot
723017,0,0,0,260,580,190,True
792545,260,0,0,230,540,90,True
752576,490,0,0,240,490,90,True
756481,730,0,0,370,270,70,False
764630,0,580,0,260,360,110,True
723159,260,580,0,310,420,120,True
759572,570,580,0,520,270,120,False
743757,570,850,0,290,140,120,False
787240,260,0,90,210,290,80,True
782723,490,0,90,260,350,90,True
746241,750,0,90,260,350,70,True
766171,0,580,110,260,350,70,True
789812,0,0,190,260,410,300,True
704480,260,0,190,250,570,280,True
750103,510,0,190,310,510,260,True
766485,820,0,190,310,510,210,True
738525,0,410,190,260,150,180,False
765943,0,580,190,260,340,110,True
739002,260,580,190,280,420,210,True
770579,540,580,190,140,410,200,True
755655,680,580,190,510,240,200,False
714798,680,820,190,280,150,200,False
765944,0,580,300,260,340,110,True
752321,260,580,400,280,370,190,True
786238,540,580,400,350,400,300,True
744076,890,580,400,250,400,220,True
720296,0,580,410,260,330,110,True
766237,260,0,470,250,310,250,True
769675,510,0,470,290,480,310,True
704805,800,0,470,400,200,210,False
774324,800,200,470,400,200,140,False
717579,260,310,470,250,200,150,False
737519,0,0,490,260,330,110,True
748873,0,410,490,260,120,150,False
723554,0,580,520,250,330,130,True
704945,260,580,590,230,370,190,True
765941,0,0,600,250,330,110,True
758123,0,580,650,250,310,190,True
765563,800,200,680,210,280,100,True
738985,540,580,700,350,270,120,False
748979,890,580,700,310,240,240,False
708194,890,820,700,310,140,180,False
766556,0,0,710,250,200,150,False
761671,260,0,720,230,310,230,True
758869,260,310,720,250,130,160,False
704739,510,0,780,290,200,300,False
798375,800,0,780,310,460,120,True
704963,510,200,780,290,270,210,False
761674,260,580,780,230,310,230,True
724284,540,580,820,320,240,120,False
704589,0,580,840,210,310,200,True
757670,800,0,900,270,460,200,True
734588,540,580,940,320,240,120,False
704598,890,580,940,310,210,200,False
708260,890,820,940,310,140,180,False
728370,260,0,950,210,310,200,True
711646,510,200,990,280,210,90,False
748207,260,580,1010,210,310,200,True
764568,0,580,1040,210,310,200,True
740713,540,580,1060,310,240,120,False
704044,510,0,1080,290,180,290,False
704049,510,200,1080,290,180,290,False
722105,800,0,1100,270,450,220,True
708263,890,820,1120,310,140,180,False
717636,890,580,1140,310,210,190,False
764643,260,0,1150,210,310,190,True
740757,540,580,1180,310,240,120,False
735614,260,580,1210,210,280,110,True
748648,0,580,1240,210,280,110,True
760390,540,580,1300,310,240,120,False
758525,890,820,1300,290,140,130,False
794864,800,0,1320,250,450,160,True
731999,260,580,1320,210,280,90,True
761658,890,580,1330,280,210,90,False
741824,260,0,1340,200,300,290,True
723028,540,580,1420,310,230,120,False
756546,800,0,1480,190,440,170,True
726941,540,580,1540,310,230,120,False
708680,260,0,1630,180,300,290,True
733148,540,580,1660,310,230,120,False
734994,540,580,1780,310,230,120,False
739366,540,580,1900,310,230,120,False
767737,540,580,2020,310,230,120,False
791324,540,580,2140,310,230,120,False

Execution,0.003s
Fill,42.76%
