SKU,X,Y,Z,Len,Wid,Hgt,Rot
767885,0,0,0,310,510,200,True
701728,310,0,0,210,510,200,True
747086,520,0,0,210,510,200,True
600591,730,0,0,470,310,120,False
600595,0,510,0,310,460,120,True
752576,310,510,0,240,490,90,True
769412,550,510,0,280,420,80,True
746241,830,510,0,350,260,70,False
749236,310,510,90,210,320,110,True
732529,550,510,90,310,420,110,True
732607,860,510,90,310,420,110,True
747084,0,0,200,310,500,200,True
747090,310,0,200,310,500,200,True
712316,620,0,200,550,190,180,False
705699,620,190,200,460,310,120,False
774924,0,510,200,310,250,260,False
736825,310,510,200,310,460,120,True
746037,620,510,200,310,460,120,True
791941,930,510,200,270,360,120,True
706861,0,760,200,310,230,240,False
766237,310,510,320,310,250,250,False
764806,620,510,320,310,460,120,True
737990,930,510,320,270,350,120,True
738197,310,760,320,310,210,200,False
704514,0,0,400,300,500,290,True
785841,310,0,400,250,500,210,True
798375,620,0,400,310,460,120,True
765844,930,0,400,270,350,110,True
761271,620,510,440,310,240,230,False
773888,930,510,440,270,450,220,True
767421,620,750,440,290,220,210,False
761666,0,510,460,310,230,240,False
740754,0,760,460,310,230,170,False
753571,620,0,520,310,260,210,False
769014,930,0,520,270,350,240,True
708263,620,260,520,310,140,180,False
768175,310,510,570,310,230,160,False
706623,310,760,570,310,130,180,False
794864,310,0,610,250,450,160,True
703336,0,760,630,310,230,120,False
705474,930,510,660,270,350,230,True
736854,620,510,670,310,240,120,False
700033,620,750,670,300,220,130,False
704754,0,0,690,300,190,290,False
704854,0,190,690,300,190,290,False
710301,0,510,700,310,230,120,False
774635,620,0,730,310,240,120,False
704314,620,260,730,270,200,300,False
711079,310,510,730,310,230,120,False
713749,0,760,750,310,230,120,False
708184,310,760,750,310,130,180,False
707785,930,0,760,200,350,200,True
761751,310,0,770,250,440,160,True
726941,620,510,790,310,230,120,False
769853,620,750,800,300,180,280,False
733302,0,510,820,310,230,120,False
734994,620,0,850,310,230,120,False
740714,310,510,850,310,230,120,False
767732,0,760,870,310,230,120,False
746430,930,510,890,270,350,140,True
767735,620,510,910,310,230,120,False
778781,310,0,930,250,330,200,True
768957,0,510,940,310,230,120,False
707902,930,0,960,200,340,200,True
769344,620,0,970,310,230,120,False
783070,310,510,970,310,230,120,False
762671,0,0,980,280,190,380,False
784992,0,190,980,230,310,120,True
739226,0,760,990,260,220,140,False
731307,620,260,1030,250,150,150,False
746239,620,510,1030,280,210,110,False
766175,930,510,1030,260,350,140,True
748648,0,510,1060,280,210,110,False
704027,620,750,1080,290,180,290,False
761903,620,0,1090,280,210,110,False
713855,310,510,1090,280,210,90,False
704025,0,190,1100,170,290,290,True
717916,310,0,1130,250,330,140,True
755253,620,510,1140,280,160,200,False
772413,930,0,1160,190,320,220,True
705148,930,510,1170,260,340,180,True
739163,310,0,1270,250,330,140,True
765944,930,510,1350,260,340,110,True
707564,930,0,1380,170,320,250,True
749047,310,0,1410,240,330,130,True
783535,930,510,1460,260,330,110,True
734588,310,0,1540,240,320,120,True
765942,930,510,1570,250,330,110,True
718199,310,0,1660,210,320,200,True
734965,930,510,1680,250,330,90,True
752325,930,510,1770,230,320,120,True
754595,310,0,1860,210,320,200,True

Execution,0.004s
Fill,51.06%
