SKU,X,Y,Z,Len,Wid,Hgt,Rot
750111,0,0,0,290,610,210,True
723017,290,0,0,260,580,190,True
795469,550,0,0,340,480,170,True
600594,890,0,0,310,470,120,True
761301,0,610,0,290,390,160,True
704801,290,610,0,200,390,210,True
765031,490,610,0,280,380,160,True
765046,770,610,0,280,380,160,True
720141,1050,610,0,150,210,140,True
743756,0,0,210,290,140,120,False
750103,290,0,210,310,510,260,True
781589,600,0,210,240,510,200,True
722549,840,0,210,360,270,170,False
748547,0,140,210,290,140,120,False
707899,840,270,210,330,240,140,False
787240,0,280,210,290,210,80,False
765033,0,610,210,280,370,160,True
766036,290,610,210,210,380,150,True
746872,500,610,210,200,370,140,True
765577,700,610,210,490,240,90,False
748877,0,0,330,250,130,160,False
767136,0,140,330,270,450,220,True
704587,290,610,360,210,310,200,True
705039,500,610,360,230,370,200,True
761286,730,610,360,470,310,120,False
731408,0,610,370,280,210,150,False
777229,0,820,370,250,130,150,False
752322,290,0,470,310,430,210,True
704515,600,0,470,300,500,310,True
704510,900,0,470,300,490,270,True
761788,730,610,480,430,280,70,False
728133,0,0,490,230,130,220,False
761446,0,610,520,280,210,110,False
746557,0,820,520,260,150,180,False
774750,0,140,550,240,450,160,True
704592,290,610,560,210,310,200,True
765711,500,610,560,230,310,230,True
705196,730,610,560,460,300,160,False
768463,0,610,630,280,210,110,False
704948,290,0,680,310,250,340,False
747176,290,250,680,310,170,180,False
746378,0,820,700,180,150,190,False
749032,0,140,710,240,330,130,True
739224,730,610,720,410,260,150,False
708995,0,610,740,170,210,180,True
754596,290,610,760,210,310,200,True
764227,600,0,780,240,500,270,True
766166,900,0,780,280,350,70,True
705165,500,610,790,230,310,140,True
703334,0,140,840,240,310,120,True
705218,900,0,850,260,350,150,True
758869,900,350,850,250,130,160,False
737729,730,610,870,360,260,150,False
747176,500,610,930,170,310,180,True
736854,0,140,960,240,310,120,True
763548,290,610,960,180,310,150,True
717541,900,0,1000,260,340,140,True
703338,290,0,1020,310,230,120,False
703671,290,250,1020,310,140,180,False
738995,730,610,1020,350,260,120,False
732075,600,0,1050,240,230,90,False
713749,0,140,1080,230,310,120,True
708176,290,610,1110,140,310,180,True
708183,500,610,1110,140,310,180,True
733148,290,0,1140,310,230,120,False
705153,900,0,1140,250,340,180,True
771323,600,230,1140,190,260,130,True
700986,730,610,1140,350,260,110,False
733149,0,140,1200,230,310,120,True
708198,290,250,1200,310,140,180,False
782723,730,610,1250,350,260,90,False
733153,290,0,1260,310,230,120,False
723035,600,230,1270,190,250,170,True
708184,290,610,1290,130,310,180,True
783798,900,0,1320,180,340,170,True
739306,0,140,1320,230,310,120,True
775838,730,610,1340,190,260,130,True
753143,290,0,1380,310,230,120,False
767737,0,140,1440,230,310,120,True
782997,730,610,1470,180,260,130,True

Execution,0.003s
Fill,55.36%
