SKU,X,Y,Z,Len,Wid,Hgt,Rot
747083,0,0,0,310,510,200,True
701728,310,0,0,210,510,200,True
747090,520,0,0,310,500,200,True
731574,830,0,0,250,500,200,True
788876,1080,0,0,120,250,150,True
742004,0,510,0,310,420,190,True
601032,310,510,0,310,470,120,True
601571,620,510,0,310,470,120,True
748724,930,510,0,270,360,90,True
704043,310,510,120,280,380,80,True
732022,620,510,120,540,130,80,False
749376,620,640,120,380,280,70,False
769670,0,0,200,310,240,240,False
747688,310,0,200,260,500,210,True
747075,570,0,200,200,500,210,True
710475,770,0,200,420,320,160,False
704014,0,240,200,310,230,240,False
766548,770,320,200,250,160,150,False
705699,0,510,200,310,460,120,True
769675,310,510,200,290,480,310,True
762750,600,510,200,350,450,130,True
734965,950,510,200,250,330,90,True
710638,0,510,320,310,230,240,False
712817,0,740,320,310,230,240,False
705218,600,510,330,350,260,150,False
703896,950,510,330,250,390,150,True
765841,310,0,410,260,350,240,True
786419,570,0,410,220,440,90,True
704052,790,0,410,370,280,80,False
747058,310,350,410,250,150,180,False
761211,0,0,440,310,240,230,False
762108,0,240,440,310,240,230,False
707584,570,0,500,220,360,200,True
711159,790,0,500,410,320,130,False
704027,310,510,510,290,180,290,False
722049,600,510,510,190,440,160,True
712897,790,510,510,410,280,110,False
704044,310,690,510,290,180,290,False
704010,0,510,560,310,230,230,False
712818,0,740,560,310,230,230,False
769790,790,0,630,330,320,270,False
783060,310,0,650,260,310,210,True
767653,310,350,650,250,140,210,False
790926,0,0,670,310,240,230,False
761674,0,240,670,310,230,230,False
704049,600,510,670,180,290,290,True
774093,790,510,670,410,210,120,False
700976,790,720,670,310,230,120,False
707785,570,0,700,200,350,200,True
765686,0,510,790,310,230,230,False
754595,790,510,790,320,210,200,False
707565,790,720,790,370,230,200,False
704579,0,740,790,310,210,200,False
741173,310,510,800,250,180,220,False
718813,310,690,800,290,210,90,False
704580,310,0,860,210,310,200,True
724016,310,350,860,210,140,200,False
708995,310,690,890,170,210,180,True
704583,0,0,900,310,210,200,False
739747,570,0,900,200,250,110,True
756966,790,0,900,240,320,230,True
704584,0,240,900,310,210,200,False
714798,600,510,960,150,280,200,True
700734,790,510,990,320,170,250,False
768175,790,720,990,310,230,160,False
704592,0,740,990,310,210,200,False
758869,570,0,1010,130,250,160,True
704598,0,510,1020,310,210,200,False
752922,310,510,1020,240,130,220,False
708212,310,0,1060,210,310,200,True
724690,0,0,1100,310,210,200,False
728370,0,240,1100,310,210,200,False
791222,790,0,1130,240,320,180,True
764568,790,720,1150,310,210,200,False
758582,0,740,1190,310,210,190,False
747176,0,510,1220,310,170,180,False
707564,790,510,1240,320,170,250,False
703674,310,0,1260,140,310,180,True
723768,0,0,1300,280,210,90,False
762125,0,240,1300,280,210,90,False
740713,790,0,1310,240,310,120,True
760390,790,0,1430,240,310,120,True
767590,790,0,1550,240,310,120,True
770374,790,0,1670,240,310,120,True
774635,790,0,1790,240,310,120,True
703336,790,0,1910,230,310,120,True
724174,790,0,2030,230,310,120,True
733148,790,0,2150,230,310,120,True
733153,790,0,2270,230,310,120,True
734951,790,0,2390,230,310,120,True
734996,790,0,2510,230,310,120,True
735863,790,0,2630,230,310,120,True
761126,790,0,2750,230,310,120,True
761191,790,0,2870,230,310,120,True
767735,790,0,2990,230,310,120,True
767737,790,0,3110,230,310,120,True
770673,790,0,3230,230,310,120,True
774963,790,0,3350,230,310,120,True
785085,790,0,3470,230,310,120,True
790426,790,0,3590,230,310,120,True
791324,790,0,3710,230,310,120,True

Execution,0.005s
Fill,28.80%
