SKU,X,Y,Z,Len,Wid,Hgt,Rot
770803,0,0,0,260,580,190,True
796798,260,0,0,250,480,180,True
739510,510,0,0,310,470,120,True
765369,820,0,0,310,470,110,True
761450,0,580,0,260,340,110,True
769412,260,580,0,280,420,80,True
712897,260,580,80,280,410,110,True
702589,540,580,80,270,360,110,True
765852,810,580,80,270,360,110,True
789285,0,0,190,260,370,210,True
704480,260,0,190,250,570,280,True
704962,510,0,190,340,520,210,True
746430,850,0,190,350,270,140,False
749044,850,270,190,330,250,140,False
748877,0,370,190,250,130,160,False
724472,0,580,190,260,310,210,True
769789,260,580,190,320,420,230,True
739002,580,580,190,280,420,210,True
761650,860,580,190,330,250,100,False
761651,860,580,290,330,250,90,False
796664,0,0,400,260,310,210,True
788876,0,370,400,250,120,150,False
789777,0,580,400,250,310,240,True
769721,260,580,420,320,240,130,False
747092,580,580,420,510,310,200,False
743756,260,820,420,290,140,120,False
774750,260,0,470,240,450,160,True
704757,510,0,470,270,510,200,True
764806,780,0,470,310,460,120,True
761211,260,580,550,310,240,230,False
704044,260,820,550,290,180,290,False
761666,0,0,610,230,310,240,True
747081,580,580,620,500,310,210,False
704796,260,0,630,240,330,170,True
704586,0,580,640,210,310,200,True
788720,510,0,670,260,360,90,True
752304,780,0,670,340,430,200,True
707584,510,0,760,220,360,200,True
704589,260,580,780,310,210,200,False
759528,260,0,800,230,320,120,True
704598,580,580,830,210,310,200,True
718245,790,580,830,290,290,200,False
703675,0,580,840,140,310,180,True
768175,0,0,850,230,310,160,True
785166,780,0,870,320,210,120,False
735614,780,210,870,280,210,110,False
714146,260,0,920,230,300,140,True
704740,510,0,960,190,290,290,True
733722,0,0,1010,230,300,140,True
724311,790,580,1030,230,310,120,True
726941,790,580,1150,230,310,120,True
734994,790,580,1270,230,310,120,True

Execution,0.002s
Fill,48.51%
