SKU,X,Y,Z,Len,Wid,Hgt,Rot
793592,0,0,0,400,460,170,True
600595,400,0,0,310,460,120,True
739509,710,0,0,310,460,120,True
767725,1020,0,0,180,260,120,True
765046,0,460,0,380,280,160,False
601571,400,460,0,310,470,120,True
751518,710,460,0,310,470,120,True
767207,1020,460,0,130,240,90,True
737721,0,740,0,360,260,150,False
798377,0,0,170,310,460,120,True
737101,400,0,170,310,460,70,True
766166,710,0,170,280,350,70,True
750103,0,460,170,310,510,260,True
747083,400,460,170,310,510,200,True
765092,710,460,170,470,310,110,False
704948,400,0,240,310,250,340,False
739508,710,0,240,330,450,180,True
708175,1040,0,240,140,310,180,True
789452,400,250,240,280,210,280,False
758553,710,460,280,440,220,90,False
710638,0,0,290,310,230,240,False
704002,0,230,290,310,230,230,False
747081,400,460,370,310,500,210,True
747075,710,460,370,200,500,210,True
719522,910,460,370,290,220,210,False
787240,910,680,370,290,210,80,False
769790,710,0,420,330,320,270,False
708183,1040,0,420,140,310,180,True
748877,710,320,420,250,130,160,False
761674,0,460,430,310,230,230,False
708212,0,690,430,310,210,200,False
707171,0,0,530,310,210,190,False
733715,0,230,530,300,230,140,False
741175,400,0,580,190,250,220,True
739214,400,250,580,260,210,140,False
702918,400,460,580,310,410,120,True
707477,710,460,580,200,380,210,True
704027,910,460,580,290,180,290,False
741176,910,640,580,240,320,250,True
733716,0,460,660,300,230,140,False
700363,0,690,660,310,240,120,False
705900,0,230,670,300,180,290,False
799529,710,0,690,230,320,230,True
793270,400,460,700,260,410,290,True
765802,0,0,720,300,180,290,False
741171,400,250,720,250,180,210,False
703334,0,690,780,310,240,120,False
770973,710,460,790,180,340,170,True
769853,0,460,800,300,180,280,False
704049,910,460,870,290,180,290,False
771039,910,640,870,250,320,180,True
774635,0,690,900,310,240,120,False
700734,710,0,920,170,320,250,True
707564,710,460,960,170,320,250,True
789285,400,460,990,260,370,210,True
701080,0,690,1020,310,230,120,False
770971,910,640,1050,230,320,120,True
733722,0,690,1140,300,230,140,False
703336,910,640,1170,230,310,120,True
704945,400,460,1200,230,370,190,True
710301,910,640,1290,230,310,120,True
758729,400,460,1390,230,370,190,True
714643,910,640,1410,230,310,120,True
717942,910,640,1530,230,310,120,True
718855,400,460,1580,230,310,120,True
729650,910,640,1650,230,310,120,True
733153,400,460,1700,230,310,120,True
735863,910,640,1770,230,310,120,True
737112,400,460,1820,230,310,120,True
740714,910,640,1890,230,310,120,True
761022,400,460,1940,230,310,120,True
767732,910,640,2010,230,310,120,True
767735,400,460,2060,230,310,120,True
767737,910,640,2130,230,310,120,True
767741,400,460,2180,230,310,120,True
767746,910,640,2250,230,310,120,True
768957,400,460,2300,230,310,120,True
770675,910,640,2370,230,310,120,True
774645,400,460,2420,230,310,120,True

Execution,0.003s
Fill,35.44%
