SKU,X,Y,Z,Len,Wid,Hgt,Rot
771759,0,0,0,310,600,220,True
780136,310,0,0,290,600,210,True
770406,600,0,0,490,490,190,False
740702,0,600,0,310,390,160,True
704805,310,600,0,200,400,210,True
736961,510,600,0,200,400,210,True
779160,710,600,0,290,400,90,True
740727,710,600,90,290,210,110,False
709555,1000,600,90,140,290,120,True
747081,0,0,220,310,500,210,True
712316,310,0,220,190,550,180,True
600591,500,0,220,310,470,120,True
736672,810,0,220,310,470,120,True
704948,0,600,220,310,250,340,False
710713,310,600,220,510,390,200,False
733842,820,600,220,380,230,190,False
728526,820,830,220,250,150,180,False
708198,0,850,220,310,140,180,False
762671,310,0,400,190,280,380,True
747092,500,0,400,310,510,200,True
704757,810,0,400,270,510,200,True
735620,1080,0,400,120,450,100,True
741175,310,280,400,190,250,220,True
758869,0,850,400,250,130,160,False
747086,310,600,420,510,210,200,False
769678,820,600,420,380,290,150,False
747554,310,810,420,310,180,170,False
704515,0,0,430,300,500,310,True
704016,0,600,560,310,230,240,False
703673,0,850,560,310,130,180,False
704883,820,600,570,200,290,290,True
704027,1020,600,570,180,290,290,True
747090,500,0,600,310,500,200,True
760193,810,0,600,240,500,200,True
755958,1050,0,600,140,410,200,True
715674,310,600,620,410,210,180,False
704044,310,810,620,290,180,290,False
747075,0,0,740,200,500,210,True
708196,0,850,740,310,130,180,False
741172,310,0,780,190,250,210,True
723035,310,280,780,190,250,170,True
761271,500,0,800,310,240,230,False
774750,810,0,800,240,450,160,True
764075,1050,0,800,140,240,220,True
761661,500,240,800,310,240,230,False
761666,0,600,800,310,230,240,False
708189,310,600,800,410,190,170,False
704049,820,600,860,180,290,290,True
704025,1020,600,860,170,290,290,True
741171,310,810,910,250,180,210,False
707785,0,0,950,200,350,200,True
761884,310,280,950,190,220,180,True
759845,810,0,960,240,320,180,True
747690,310,600,970,300,190,290,False
704002,500,0,1030,310,230,230,False
799830,500,240,1030,250,260,210,True
704590,0,600,1040,310,210,200,False
779840,810,0,1140,240,320,180,True
741174,0,0,1150,200,260,200,True
799888,500,240,1240,250,260,210,True
738197,0,600,1240,310,210,200,False
748207,500,0,1260,310,210,200,False
769853,310,600,1260,300,180,280,False
747437,810,0,1320,240,310,180,True
701193,0,0,1350,200,210,180,True
763560,0,600,1440,310,180,150,False
799963,500,240,1450,250,260,210,True
739214,500,0,1460,260,210,140,False
714095,810,0,1500,240,260,210,True
760191,310,600,1540,300,170,290,False
739197,500,240,1660,220,260,140,True
732348,810,0,1710,240,230,90,False

Execution,0.004s
Fill,53.25%
