SKU,X,Y,Z,Len,Wid,Hgt,Rot
702392,0,0,0,400,550,220,True
747093,400,0,0,310,510,210,True
705889,710,0,0,240,510,200,True
755655,950,0,0,240,510,200,True
767136,0,550,0,270,450,220,True
792284,270,550,0,130,250,160,True
754323,400,550,0,250,450,180,True
765093,650,550,0,250,450,180,True
762781,900,550,0,300,230,150,False
729949,900,780,0,280,210,110,False
704801,0,0,220,390,200,210,False
747086,400,0,220,210,510,200,True
723017,610,0,220,580,260,190,False
746430,0,200,220,270,350,140,True
762267,610,260,220,480,250,180,False
747087,0,550,220,200,440,150,True
746742,200,550,220,200,370,140,True
711175,400,550,220,320,420,130,True
763100,720,550,220,320,420,120,True
767207,1040,550,220,130,240,90,True
762546,400,550,350,310,420,110,True
737309,720,550,350,470,310,110,False
775554,0,550,370,200,270,170,True
743269,200,550,370,190,370,220,True
786442,400,0,420,210,320,120,True
704040,610,0,420,300,500,320,True
754230,910,0,420,240,500,270,True
795060,0,0,430,310,180,180,False
746430,0,200,430,270,350,140,True
704944,400,550,460,310,250,340,False
749089,720,550,460,250,310,260,True
741170,970,550,460,220,290,230,True
704028,400,800,460,300,170,290,False
700734,400,0,540,170,320,250,True
724016,400,320,540,210,140,200,False
720141,0,550,540,150,210,140,True
794918,0,200,570,260,350,120,True
705900,200,550,590,180,300,290,True
705911,0,0,610,300,180,290,False
799963,0,200,690,260,250,210,False
747176,720,550,720,170,310,180,True
798439,970,550,720,210,280,100,True
704515,610,0,740,300,500,310,True
785841,910,0,740,250,500,210,True
736390,400,0,790,160,320,190,True
740757,400,550,800,310,240,120,False
714798,400,800,800,280,150,200,False
765357,970,550,820,210,280,90,True
708680,200,550,880,180,300,290,True
759180,0,0,900,300,180,290,False
701080,400,550,920,310,230,120,False
775678,910,0,950,250,340,180,True
701081,400,550,1040,310,230,120,False
718245,610,0,1050,290,290,200,False
765975,910,0,1130,250,330,110,True
717942,400,550,1160,310,230,120,False
704049,200,550,1170,180,290,290,True
767727,910,0,1240,230,310,120,True
767742,400,550,1280,310,230,120,False
767742,910,0,1360,230,310,120,True

Execution,0.002s
Fill,54.22%
