SKU,X,Y,Z,Len,Wid,Hgt,Rot
771759,0,0,0,310,600,220,True
769851,310,0,0,300,510,210,True
704757,610,0,0,270,510,200,True
747085,880,0,0,210,510,200,True
736961,0,600,0,200,400,210,True
763540,310,600,0,210,400,190,True
765934,520,600,0,210,390,150,True
600591,730,600,0,470,310,120,False
736672,0,0,220,310,470,120,True
795469,310,0,220,340,480,170,True
600595,650,0,220,310,460,120,True
701080,960,0,220,230,310,120,True
760561,0,470,220,250,120,90,False
788876,310,480,220,250,120,150,False
706248,0,600,220,180,400,230,True
703673,180,600,220,130,310,180,True
708124,310,600,220,330,390,260,True
784239,640,600,220,200,380,150,True
790275,840,600,220,360,260,120,False
746037,0,0,340,310,460,120,True
773949,640,600,370,190,270,110,True
738855,840,600,370,360,270,80,False
727790,310,0,390,250,480,200,True
753689,650,0,390,190,470,190,True
756686,840,0,390,360,270,70,False
705911,0,600,450,180,300,290,True
705196,0,0,460,300,460,160,True
738996,840,0,460,350,260,120,False
742076,310,600,480,330,260,230,False
704256,640,600,480,280,370,80,True
756481,920,600,480,270,370,70,True
767962,640,600,560,280,320,300,True
705039,920,600,560,230,370,200,True
766131,650,0,580,190,450,170,True
764806,840,0,580,310,460,120,True
715092,310,0,590,250,450,180,True
737784,0,0,620,300,200,290,False
747678,0,200,620,300,200,290,False
798375,840,0,700,310,460,120,True
720050,310,600,710,330,250,190,False
759180,0,600,740,180,300,290,True
783128,650,0,750,190,450,170,True
737714,920,600,760,230,310,230,True
771039,310,0,770,250,320,180,True
779550,840,0,820,310,230,180,False
762781,840,230,820,300,230,150,False
759845,640,600,860,240,320,180,True
799830,310,600,900,260,250,210,False
767988,0,0,910,260,190,130,False
714146,0,200,910,300,230,140,False
787172,650,0,920,140,410,200,True
741171,310,0,950,250,180,210,False
723266,920,600,990,170,310,170,True
780148,840,0,1000,310,170,170,False
733149,840,230,1000,310,230,120,False
743387,0,600,1030,180,250,130,True
731307,0,0,1040,250,150,150,False
733302,640,600,1040,230,310,120,True
703342,0,200,1050,290,220,140,False
746282,310,600,1110,160,210,190,True
703675,650,0,1120,140,310,180,True
761191,840,230,1120,310,230,120,False
777662,640,600,1160,230,310,120,True
761701,0,200,1190,290,210,170,False
790202,840,230,1240,310,230,120,False
761071,640,600,1280,210,290,160,True
731408,0,200,1360,280,210,150,False
740721,840,230,1360,290,210,110,False
736246,640,600,1440,210,280,110,True
761198,840,230,1470,290,210,90,False

Execution,0.002s
Fill,51.25%
