SKU,X,Y,Z,Len,Wid,Hgt,Rot
780113,0,0,0,350,600,220,True
747081,350,0,0,310,500,210,True
747090,660,0,0,310,500,200,True
707565,970,0,0,230,370,200,True
708128,0,600,0,240,400,220,True
704798,350,600,0,200,400,210,True
704805,550,600,0,200,400,210,True
774750,750,600,0,450,240,160,False
766548,750,840,0,250,160,150,False
786238,0,0,220,350,400,300,True
701728,350,0,220,210,510,200,True
731574,560,0,220,250,500,200,True
702241,810,0,220,390,260,70,False
706031,0,400,220,300,200,290,False
710584,0,600,220,350,270,160,False
708188,350,600,220,200,400,180,True
708186,550,600,220,190,400,180,True
600595,740,600,220,460,310,120,False
758869,0,870,220,250,130,160,False
747686,810,0,290,360,260,120,False
723553,810,260,290,330,240,130,False
704963,0,600,380,290,270,210,False
708192,0,870,380,310,130,180,False
737784,350,600,400,200,300,290,True
774324,550,600,400,200,400,140,True
759662,750,600,400,290,400,90,True
754595,350,0,420,210,320,200,True
785841,560,0,420,250,500,210,True
747075,810,0,420,200,500,210,True
783128,1010,0,420,190,450,170,True
707785,0,0,520,350,200,200,False
775554,0,200,520,270,200,170,False
762671,0,400,520,280,190,380,False
700309,550,600,540,200,390,210,True
700648,750,600,540,450,280,230,False
708196,0,870,560,310,130,180,False
704044,0,600,590,290,180,290,False
716206,350,0,620,210,310,200,True
753048,350,320,620,210,150,220,False
754230,560,0,630,240,500,270,True
708124,810,0,630,390,330,260,False
792221,810,330,630,250,160,150,False
705900,350,600,690,180,300,290,True
747554,0,0,720,310,180,170,False
780089,0,200,720,310,180,170,False
777229,0,870,740,250,130,150,False
704602,550,600,750,200,390,210,True
767137,750,600,770,450,270,230,False
724690,350,0,820,210,310,200,True
704025,0,600,880,290,170,290,False
703671,0,0,890,310,140,180,False
704801,810,0,890,390,200,210,False
703674,0,200,890,310,140,180,False
741104,810,330,890,300,170,290,False
748979,560,0,900,240,310,240,True
757022,0,400,900,260,190,130,False
746112,550,600,960,200,370,140,True
760192,350,600,980,170,300,290,True
782770,750,600,1000,450,270,220,False
748207,350,0,1020,210,310,200,True
776399,0,400,1030,260,190,130,False
708194,0,0,1070,310,140,180,False
708198,0,200,1070,310,140,180,False
739742,810,0,1100,250,180,100,False
708260,550,600,1100,140,310,180,True
769670,560,0,1140,240,310,240,True
754596,350,0,1220,210,310,200,True
752324,750,600,1220,410,270,230,False
737449,0,0,1250,310,140,180,False
704014,560,0,1380,230,310,240,True
764568,350,0,1420,210,310,200,True
739232,750,600,1450,410,260,140,False
737239,750,600,1590,360,260,160,False
761701,350,0,1620,210,290,170,True
704016,560,0,1620,230,310,240,True
765043,750,600,1750,360,240,190,False
717883,350,0,1790,210,280,90,True
762075,560,0,1860,230,310,230,True
718523,350,0,1880,210,280,90,True
765044,750,600,1940,360,240,190,False
733179,560,0,2090,220,310,170,True
704796,750,600,2130,330,240,170,False
719522,560,0,2260,220,290,210,True
703438,750,600,2300,310,240,180,False
719620,560,0,2470,220,290,210,True
705217,750,600,2480,300,240,160,False
742078,750,600,2640,290,220,200,False
787240,560,0,2680,210,290,80,True

Execution,0.005s
Fill,39.11%
