SKU,X,Y,Z,Len,Wid,Hgt,Rot
723017,0,0,0,260,580,190,True
764136,260,0,0,250,480,180,True
601571,510,0,0,310,470,120,True
600595,820,0,0,310,460,120,True
777058,0,580,0,260,350,170,True
661298,260,580,0,310,420,130,True
701082,570,580,0,310,420,130,True
701630,880,580,0,310,420,130,True
703205,0,0,190,260,390,220,True
704962,260,0,190,340,520,210,True
704757,600,0,190,270,510,200,True
749043,870,0,190,330,250,140,False
749064,870,250,190,330,240,130,False
746559,0,390,190,260,150,180,False
738995,0,580,190,260,350,120,True
739022,260,580,190,280,420,210,True
721356,540,580,190,280,420,110,True
799564,820,580,190,280,420,110,True
774655,540,580,300,280,420,80,True
704052,820,580,300,370,280,80,False
774189,0,580,310,260,330,120,True
704539,260,0,400,340,250,150,False
750103,600,0,400,310,510,260,True
721355,910,0,400,290,400,230,True
761450,260,250,400,340,260,110,False
704052,260,580,400,280,370,80,True
761153,540,580,400,310,410,130,True
765844,850,580,400,350,270,110,False
761450,0,0,410,260,340,110,True
770239,0,390,410,260,150,180,False
772275,0,580,430,240,330,130,True
704958,260,580,480,230,370,200,True
700859,0,0,520,250,340,110,True
766237,540,580,530,310,250,250,False
769790,850,580,530,330,320,270,False
752579,260,0,550,310,250,180,False
712748,260,250,550,340,230,90,False
759845,0,580,560,240,320,180,True
724280,0,0,630,240,320,120,True
710638,260,250,640,310,230,240,False
756584,600,0,660,300,510,310,True
704740,910,0,660,290,190,290,False
704044,910,190,660,290,180,290,False
704024,260,580,680,230,310,230,True
704024,260,0,730,310,230,230,False
700734,0,580,740,170,320,250,True
700734,0,0,750,170,320,250,True
761023,540,580,780,310,230,230,False
718199,850,580,800,210,320,200,True
768175,260,250,880,310,230,160,False
733718,260,580,910,230,290,140,True
724280,910,190,950,240,320,120,True
703336,260,0,960,310,230,120,False
705196,600,0,970,300,460,160,True
785166,850,580,1000,210,320,120,True
750676,540,580,1010,310,230,120,False
755724,260,250,1040,310,230,120,False
773863,260,580,1050,210,290,110,True
710582,910,190,1070,240,310,120,True
761022,260,0,1080,310,230,120,False
747676,850,580,1120,200,300,290,True
705911,600,0,1130,300,180,290,False
708680,600,180,1130,300,180,290,False
761695,540,580,1130,310,230,120,False
767727,260,250,1160,310,230,120,False
767732,910,190,1190,230,310,120,True
767735,260,0,1200,310,230,120,False
767742,540,580,1250,310,230,120,False

Execution,0.001s
Fill,59.52%
