SKU,X,Y,Z,Len,Wid,Hgt,Rot
704478,0,0,0,250,570,300,True
708107,250,0,0,330,510,130,True
736672,580,0,0,310,470,120,True
600595,890,0,0,310,460,120,True
776019,0,570,0,250,310,260,True
763520,250,570,0,330,430,140,True
761780,580,570,0,320,430,140,True
714146,900,570,0,300,230,140,False
734965,250,0,130,330,250,90,False
793592,580,0,130,400,460,170,True
700936,980,0,130,220,290,170,True
769439,250,250,130,290,210,90,False
701082,250,570,140,310,420,130,True
734757,580,570,140,310,420,130,True
796651,890,570,140,280,420,110,True
787240,250,0,220,290,210,80,False
741173,0,0,300,250,180,220,False
755655,250,0,300,240,510,200,True
781589,490,0,300,240,510,200,True
747090,730,0,300,310,500,200,True
755958,1040,0,300,140,410,200,True
780240,0,180,300,250,150,180,False
708255,0,570,300,200,420,240,True
712600,250,570,300,280,410,110,True
702589,530,570,300,270,360,110,True
786735,800,570,300,270,360,90,True
704890,250,570,410,200,410,200,True
708188,530,570,410,200,400,180,True
716817,730,570,410,200,400,140,True
746430,930,570,410,270,350,140,True
761211,250,0,500,240,310,230,True
747081,490,0,500,310,500,210,True
747688,800,0,500,260,500,210,True
708260,1060,0,500,140,310,180,True
772297,250,310,500,210,140,200,False
759845,0,180,520,240,320,180,True
774324,0,570,540,200,400,140,True
777891,530,570,590,200,350,160,True
750419,730,570,590,200,400,130,True
772900,930,570,590,260,340,110,True
766210,250,570,610,130,400,180,True
704027,0,570,680,180,290,290,True
761221,0,180,700,240,310,230,True
600598,490,0,710,310,460,120,True
715009,800,0,710,260,490,240,True
704044,730,570,720,180,290,290,True
704963,930,570,720,270,290,210,True
762366,250,0,730,240,310,230,True
700734,530,570,750,170,320,250,True
782357,490,0,830,310,260,210,False
746557,490,260,830,260,150,180,False
761671,0,180,930,230,310,230,True
741180,930,570,930,220,290,240,True
722224,800,0,950,260,300,210,True
704580,250,0,960,210,310,200,True
704025,0,570,970,170,290,290,True
707564,530,570,1000,170,320,250,True
704584,490,0,1040,310,210,200,False
716206,250,0,1160,210,310,200,True
705199,800,0,1160,240,300,160,True
738197,0,180,1160,210,310,200,True
761701,930,570,1170,210,290,170,True
748207,490,0,1240,310,210,200,False
733715,800,0,1320,230,300,140,True
739254,930,570,1340,210,260,140,True
764568,250,0,1360,210,310,200,True
717636,0,180,1360,210,310,190,True
718208,490,0,1440,310,210,190,False
733718,800,0,1460,230,290,140,True
739294,930,570,1480,210,260,140,True
717883,0,180,1550,210,280,90,True

Execution,0.002s
Fill,53.52%
