SKU,X,Y,Z,Length,Width,Height,Rotated
799888,10,10,0,260,250,210,False
799888,270,10,0,260,250,210,False
799888,10,260,0,260,250,210,False
799888,530,10,0,260,250,210,False
799830,270,260,0,260,250,210,False
799830,10,510,0,260,250,210,False
799830,790,10,0,260,250,210,False
799830,530,260,0,260,250,210,False
799963,270,510,0,260,250,210,False
799963,790,260,0,260,250,210,False
799963,530,510,0,260,250,210,False
799963,790,510,0,260,250,210,False
737988,20,20,210,350,270,120,False
739054,370,20,210,350,270,120,False
739054,20,290,210,350,270,120,False
737987,720,20,210,350,270,120,False
738991,370,290,210,350,270,120,False
738991,20,560,210,350,270,120,False
738985,720,290,210,350,270,120,False
738985,370,560,210,350,270,120,False
738985,720,560,210,350,270,120,False
738985,30,30,330,350,270,120,False
738985,380,30,330,350,270,120,False
738985,30,300,330,350,270,120,False
738985,730,30,330,350,270,120,False
738985,380,300,330,350,270,120,False
738985,30,570,330,350,270,120,False
738985,730,300,330,350,270,120,False
790275,380,570,330,260,360,120,True
705422,730,570,330,350,260,120,False
738987,40,40,450,350,260,120,False
738987,390,40,450,350,260,120,False
739044,40,300,450,350,260,120,False
739044,740,40,450,350,260,120,False
705430,390,300,450,350,260,120,False
705430,40,560,450,350,260,120,False
716265,740,300,450,350,260,120,False
716265,390,560,450,350,260,120,False

ExecutionTime,0.000 seconds
FillRate,66.48%
