SKU,X,Y,Z,Length,Width,Height,Rotated
728720,0,0,0,450,350,100,False
778725,450,0,0,450,350,100,False
759915,900,0,0,250,350,100,True
762575,0,350,0,550,250,100,False
771636,550,350,0,550,250,100,False
707478,0,600,0,450,300,100,False
762765,450,600,0,450,300,100,False
715452,900,600,0,300,250,100,False
600594,0,0,100,500,350,150,False
600595,500,0,100,500,350,150,False
761787,1000,0,100,200,300,150,True
600598,0,350,100,500,350,150,False
601571,500,350,100,500,350,150,False
748547,1000,350,100,150,300,150,True
759572,0,700,100,550,300,150,False
739145,550,700,100,450,300,150,False
720140,1000,700,100,150,250,150,True
708120,0,0,250,450,450,200,False
747084,450,0,250,500,350,200,False
700026,950,0,250,250,350,200,True
751518,0,450,250,350,500,150,True
747953,350,450,250,550,300,200,False
761903,900,450,250,300,250,150,False
707902,350,750,250,350,200,200,False
737929,700,750,250,450,150,200,False
728165,0,0,450,450,350,200,False
739508,450,0,450,450,350,200,False
737519,900,0,450,300,350,150,True
762265,0,350,450,450,350,200,False
706636,450,350,450,450,350,150,False
738995,900,350,450,300,350,150,True
705889,0,700,450,550,250,200,False
780922,550,700,450,450,250,200,False
720141,1000,700,450,150,250,150,True
718975,0,0,650,450,350,150,False
762673,450,0,650,450,350,150,False
700022,900,0,650,250,350,150,True
763100,0,350,650,450,350,150,False
767641,450,350,650,450,350,150,False
701081,900,350,650,250,350,150,True
739224,0,700,650,450,300,150,False
739240,450,700,650,450,300,150,False
716078,900,700,650,250,300,100,True
770564,0,0,800,450,350,150,False
702589,450,0,800,400,300,150,False
713749,850,0,800,350,250,150,False
738765,0,350,800,400,300,150,False
759903,400,350,800,400,300,150,False
764630,800,350,800,400,300,150,False
781909,0,650,800,400,300,150,False
791944,400,650,800,400,300,150,False
715687,800,650,800,400,300,100,False
747688,0,0,950,500,300,250,False
776661,500,0,950,500,300,250,False
741181,1000,0,950,200,300,200,True
704768,0,300,950,450,300,250,False
739090,450,300,950,450,300,250,False
718910,900,300,950,300,250,100,False
785841,0,600,950,500,250,250,False
770122,500,600,950,450,200,250,False
772345,950,600,950,250,150,250,False
746972,0,850,950,450,150,200,False
755961,450,850,950,450,150,200,False
708278,900,850,950,300,150,200,False
722549,0,0,1200,400,300,200,False
731214,400,0,1200,400,300,200,False
717852,800,0,1200,400,300,100,False
704586,0,300,1200,350,250,200,False
704597,350,300,1200,350,250,200,False
708212,700,300,1200,350,250,200,False
723018,1050,300,1200,150,250,150,True
718208,0,550,1200,350,250,200,False
720050,350,550,1200,350,250,200,False
752579,700,550,1200,350,250,200,False
764492,0,0,1400,350,300,250,False
787754,350,0,1400,350,300,250,False
704010,700,0,1400,350,250,250,False
761221,0,300,1400,350,250,250,False
761673,350,300,1400,350,250,250,False
799529,700,300,1400,350,250,250,False
764643,0,550,1400,350,250,200,False
780866,350,550,1400,350,250,200,False
722878,700,550,1400,350,250,150,False
704801,0,800,1400,400,200,250,False
736957,400,800,1400,400,200,250,False
739528,800,800,1400,400,200,250,False
731325,0,0,1650,350,250,150,False
737218,350,0,1650,350,250,150,False
760023,700,0,1650,350,250,150,False
760390,0,250,1650,350,250,150,False
762973,350,250,1650,350,250,150,False
768131,700,250,1650,350,250,150,False
777731,0,500,1650,350,250,150,False
791324,350,500,1650,350,250,150,False
722830,700,500,1650,300,250,100,False
727488,0,750,1650,300,250,100,False
731999,300,750,1650,300,250,100,False
761039,600,750,1650,300,250,100,False
761198,900,750,1650,300,250,100,False
704480,0,0,1800,600,250,300,False
704944,600,0,1800,350,250,350,False
778821,950,0,1800,250,250,100,False
704028,0,250,1800,300,200,300,False
704740,300,250,1800,300,200,300,False
747690,600,250,1800,300,200,300,False

ExecutionTime,0.007 seconds
FillRate,75.72%
