SKU,X,Y,Z,Len,Wid,Hgt,Rot
750103,0,0,0,310,510,260,True
750108,310,0,0,310,510,260,True
747086,620,0,0,210,510,200,True
746286,830,0,0,370,200,140,False
702245,830,200,0,240,310,130,True
700282,0,510,0,310,280,210,False
752576,310,510,0,240,490,90,True
766373,550,510,0,220,440,90,True
769412,770,510,0,420,280,80,False
764568,0,790,0,310,210,200,False
739161,310,510,90,240,330,130,True
751518,550,510,90,310,470,120,True
700859,860,510,90,340,250,110,False
718910,860,760,90,280,210,90,False
704948,0,0,260,310,250,340,False
747688,310,0,260,260,500,210,True
705699,570,0,260,310,460,120,True
739757,880,0,260,310,460,120,True
601472,0,250,260,290,260,230,False
761661,0,510,260,310,240,230,False
705196,310,510,260,300,460,160,True
703896,610,510,260,250,390,150,True
700859,860,510,260,340,250,110,False
704002,0,750,260,310,230,230,False
704053,570,0,380,280,370,80,True
795875,880,0,380,320,230,90,False
761237,880,230,380,280,210,90,False
776661,310,510,420,270,460,220,True
765093,610,510,420,250,450,180,True
724280,860,510,420,320,240,120,False
761664,860,750,420,280,210,90,False
727177,310,0,470,260,380,210,True
769728,570,0,470,200,430,240,True
745861,770,0,470,410,140,200,False
755958,770,140,470,410,140,200,False
754462,770,280,470,280,150,200,False
739742,0,250,490,180,250,100,True
704002,0,510,490,310,230,230,False
704024,0,750,490,310,230,230,False
799888,0,0,600,260,250,210,False
799963,0,250,600,250,260,210,True
727952,610,510,600,250,140,210,False
769982,860,510,600,330,160,190,False
758582,610,650,600,210,310,190,True
724284,860,670,600,320,240,120,False
722709,310,510,640,270,360,160,True
737721,310,0,680,260,360,150,True
704805,570,0,710,200,400,210,True
700309,770,0,710,390,200,210,False
710333,770,200,710,390,200,210,False
701080,0,510,720,310,230,120,False
701080,0,750,720,310,230,120,False
703674,860,510,790,310,140,180,False
719620,860,670,790,220,290,210,True
733698,310,510,800,270,350,150,True
769927,0,0,810,260,180,190,False
739731,0,250,810,250,180,90,False
703334,610,650,810,240,310,120,True
705422,310,0,830,260,350,120,True
701080,0,510,840,310,230,120,False
701080,0,750,840,310,230,120,False
707700,570,0,920,190,210,120,True
711759,770,0,920,270,180,120,False
701081,770,200,920,310,230,120,False
760390,610,650,930,240,310,120,True
705448,310,0,950,260,350,120,True
746430,310,510,950,270,350,140,True
703336,0,510,960,310,230,120,False
711079,0,750,960,310,230,120,False
708263,860,510,970,310,140,180,False
731408,860,670,1000,210,280,150,True
722878,770,200,1040,310,230,120,False
724174,610,650,1050,230,310,120,True
705451,310,0,1070,260,350,120,True
724311,0,510,1080,310,230,120,False
733145,0,750,1080,310,230,120,False
738991,310,510,1090,270,350,120,True
737449,860,510,1150,310,140,180,False
733153,770,200,1160,310,230,120,False
761191,610,650,1170,230,310,120,True
738980,310,0,1190,260,350,120,True
767727,0,510,1200,310,230,120,False
771117,0,750,1200,310,230,120,False
739044,310,510,1210,260,350,120,True
746241,310,0,1310,260,350,70,True
766171,310,510,1330,260,350,70,True

Execution,0.004s
Fill,63.69%
