SKU,X,Y,Z,Len,Wid,Hgt,Rot
770406,0,0,0,490,490,190,False
740703,490,0,0,330,490,160,True
762664,820,0,0,350,450,130,True
795469,0,490,0,480,340,170,False
764136,490,490,0,250,480,180,True
796798,740,490,0,250,480,180,True
774093,990,490,0,210,410,120,True
758525,0,830,0,290,140,130,False
787325,0,0,190,470,310,110,False
765091,490,0,190,260,460,180,True
739396,750,0,190,450,250,180,False
766131,750,250,190,450,190,170,False
747093,0,490,190,310,510,210,True
783798,310,490,190,180,340,170,True
725695,490,490,190,240,510,210,True
784015,730,490,190,240,510,200,True
727887,970,490,190,230,370,200,True
760994,0,0,300,240,310,240,True
704016,240,0,300,230,310,240,True
704027,0,310,300,290,180,290,False
712912,490,0,370,260,360,120,True
767136,750,0,370,450,270,220,False
752230,750,270,370,440,190,170,False
701630,0,490,400,310,420,130,True
704044,310,490,400,180,290,290,True
705217,490,490,400,240,300,160,True
704040,730,490,400,300,500,320,True
755956,1030,490,400,140,410,190,True
791944,490,0,490,260,360,120,True
704415,0,490,530,270,420,330,True
704024,0,0,540,230,310,230,True
737714,240,0,540,230,310,230,True
728771,490,490,560,200,300,290,True
738985,750,0,590,350,270,120,False
704754,750,270,590,300,190,290,False
748877,0,310,590,250,130,160,False
705450,490,0,610,260,350,120,True
758869,310,490,690,130,250,160,True
707785,750,0,710,350,200,200,False
785841,730,490,720,250,500,210,True
737449,1030,490,720,140,310,180,True
724354,490,0,730,260,340,110,True
738872,0,310,750,250,120,160,False
764568,0,0,770,210,310,200,True
714146,240,0,770,230,300,140,True
707776,490,0,840,190,340,190,True
703677,490,490,850,140,300,180,True
738991,0,490,860,270,350,120,True
715384,750,270,880,260,190,130,False
700885,240,0,910,220,290,230,True
717582,750,0,910,250,200,150,False
744076,730,490,930,250,400,220,True
731408,0,0,970,210,280,150,True
770952,0,490,980,260,330,110,True
763560,490,0,1030,180,310,150,True
741095,0,490,1090,250,330,140,True
738779,0,0,1120,210,280,110,True
741170,240,0,1140,220,290,230,True
704805,730,490,1150,200,400,210,True
717883,0,0,1230,210,280,90,True
759782,0,490,1230,250,320,200,True
761240,0,0,1320,210,280,90,True
704801,730,490,1360,200,390,210,True
740714,0,490,1430,230,310,120,True
774963,0,490,1550,230,310,120,True
747346,730,490,1570,200,370,140,True
784992,0,490,1670,230,310,120,True

Execution,0.002s
Fill,48.26%
