SKU,X,Y,Z,Len,Wid,Hgt,Rot
747081,0,0,0,310,500,210,True
747084,310,0,0,310,500,200,True
731574,620,0,0,250,500,200,True
703437,870,0,0,330,440,180,True
760193,0,500,0,240,500,200,True
739512,310,500,0,310,460,120,True
758553,620,500,0,220,440,90,True
752463,840,500,0,220,430,90,True
701423,310,500,120,310,170,70,False
762765,620,500,120,280,420,90,True
769412,900,500,120,280,420,80,True
703267,310,670,120,220,280,60,True
704515,0,0,210,300,500,310,True
735107,310,0,210,310,420,120,True
704052,620,0,210,280,370,80,True
704055,900,0,210,280,370,80,True
768175,0,500,210,310,230,160,False
744565,310,500,210,340,380,170,True
765932,650,500,210,200,380,150,True
746430,850,500,210,350,270,140,False
760390,0,730,210,310,240,120,False
780148,310,0,330,310,170,170,False
716817,620,0,330,200,400,140,True
746112,820,0,330,370,200,140,False
774635,310,170,330,310,240,120,False
747346,820,200,330,370,200,140,False
717942,0,500,370,310,230,120,False
734951,0,730,370,310,230,120,False
728923,310,500,380,340,270,110,False
744914,650,500,380,280,370,190,True
738985,930,500,380,270,350,120,True
704603,620,0,470,200,390,210,True
760124,820,0,470,290,390,180,True
742141,0,500,490,310,230,120,False
765943,310,500,490,340,260,110,False
770673,0,730,490,310,230,120,False
766548,310,0,500,250,160,150,False
741175,310,170,500,190,250,220,True
746552,930,500,500,270,180,70,False
708680,0,0,520,300,180,290,False
769792,0,180,520,260,320,220,True
752326,650,500,570,280,370,190,True
705470,930,500,570,270,350,230,True
739294,310,500,600,210,260,140,True
785085,0,500,610,310,230,120,False
763560,0,730,610,310,180,150,False
767421,820,0,650,290,220,210,False
764219,620,0,680,190,260,130,True
700202,0,500,730,300,220,200,False
782997,310,500,740,180,260,130,True
702589,650,500,760,270,360,110,True
759180,0,730,760,300,180,290,False
739054,930,500,800,270,350,120,True
799529,0,180,810,230,320,230,True
709520,820,0,860,290,210,110,False
765043,650,500,870,240,360,190,True
797507,930,500,920,270,350,120,True
794348,0,500,930,290,210,110,False
786442,0,180,1040,210,320,120,True
705422,930,500,1040,260,350,120,True
712748,650,500,1060,230,340,90,True
749236,650,500,1150,210,320,110,True
705450,930,500,1160,260,350,120,True
705451,930,500,1280,260,350,120,True
737218,930,500,1400,250,330,140,True
771039,930,500,1540,250,320,180,True

Execution,0.002s
Fill,41.35%
