SKU,X,Y,Z,Len,Wid,Hgt,Rot
725278,0,0,0,490,500,200,True
795469,490,0,0,340,480,170,True
703951,830,0,0,370,280,80,False
764136,0,500,0,480,250,180,False
782268,490,500,0,250,480,180,True
793592,740,500,0,460,400,170,False
765093,0,750,0,450,250,180,False
704052,830,0,80,370,280,80,False
702525,830,280,80,250,180,90,False
747081,0,0,200,310,500,210,True
761787,310,0,200,180,260,120,True
706621,490,0,200,260,490,240,True
719633,750,0,200,450,270,220,False
760140,750,270,200,440,220,200,False
600591,0,500,200,470,310,120,False
601571,490,500,200,310,470,120,True
736672,800,500,200,310,470,120,True
773942,0,810,200,270,180,110,False
704948,0,500,320,250,310,340,True
699704,250,500,320,220,300,210,True
766377,490,500,320,310,460,130,True
708128,800,500,320,400,240,220,False
704798,800,740,320,400,200,210,False
762671,0,810,320,280,190,380,False
769670,0,0,410,310,240,240,False
706248,310,0,410,180,400,230,True
704014,0,240,410,310,230,240,False
782716,490,0,440,260,410,290,True
782770,750,0,440,450,270,220,False
723510,750,270,440,370,220,200,False
699960,490,500,450,260,460,210,True
709520,250,500,530,210,290,110,True
704806,800,500,540,400,200,210,False
704016,800,740,540,310,230,240,False
705900,310,0,640,180,300,290,True
706861,0,0,650,310,230,240,False
782357,0,240,650,310,260,210,False
765860,750,0,660,350,270,240,False
719620,750,270,660,290,220,210,False
713977,1040,270,660,150,220,200,True
704024,0,500,660,230,310,230,True
700202,250,500,660,220,300,200,True
789285,490,500,660,260,370,210,True
754462,0,810,700,280,150,200,False
789737,490,0,730,250,410,290,True
704776,800,500,750,300,200,300,False
765675,800,740,780,310,230,230,False
765686,0,240,860,310,230,230,False
703340,250,500,860,220,300,140,True
704027,750,270,870,290,180,290,False
722224,490,500,870,260,300,210,True
704591,0,0,890,310,210,200,False
708212,0,500,890,210,310,200,True
704957,750,0,900,290,270,210,False
758529,0,810,900,260,150,180,False
704044,310,0,930,180,290,290,True
739226,250,500,1000,220,260,140,True
780145,800,740,1010,310,170,170,False
799830,490,0,1020,250,260,210,True
758869,490,260,1020,250,130,160,False
704025,800,500,1050,290,170,290,False
799888,490,500,1080,260,250,210,False
738872,0,810,1080,250,120,160,False
703671,0,0,1090,310,140,180,False
703336,0,240,1090,310,230,120,False
708260,0,500,1090,140,310,180,True
782051,750,0,1110,290,210,110,False
739214,250,500,1140,210,260,140,True
743755,750,270,1160,290,140,120,False
703673,800,740,1180,310,130,180,False
703338,0,240,1210,310,230,120,False
728133,310,0,1220,130,230,220,True
765563,750,0,1220,280,210,100,False
799963,490,0,1230,250,260,210,True
708192,0,0,1270,310,130,180,False
771323,250,500,1280,190,260,130,True
765567,750,0,1320,280,210,100,False
713749,0,240,1330,310,230,120,False
763305,750,0,1420,280,210,80,False
733145,0,240,1450,310,230,120,False
734994,0,240,1570,310,230,120,False
740714,0,240,1690,310,230,120,False
740716,0,240,1810,310,230,120,False
760674,0,240,1930,310,230,120,False
761259,0,240,2050,310,230,120,False
762973,0,240,2170,310,230,120,False
764827,0,240,2290,310,230,120,False
767728,0,240,2410,310,230,120,False
774964,0,240,2530,310,230,120,False
784991,0,240,2650,310,230,120,False

Execution,0.004s
Fill,38.81%
