SKU,X,Y,Z,Len,Wid,Hgt,Rot
704480,0,0,0,250,570,280,True
769955,250,0,0,310,520,210,True
708107,560,0,0,330,510,130,True
766377,890,0,0,310,460,130,True
769728,0,570,0,200,430,240,True
708116,250,570,0,280,430,230,True
783589,530,570,0,320,420,130,True
718744,850,570,0,310,420,130,True
774621,560,0,130,280,420,80,True
704051,890,0,130,280,380,80,True
704052,530,570,130,280,370,80,True
715690,850,570,130,350,270,100,False
766161,250,0,210,270,360,70,True
787557,560,0,210,260,360,70,True
746241,820,0,210,260,350,70,True
704944,0,0,280,250,310,340,True
750108,250,0,280,310,510,260,True
747093,560,0,280,310,510,210,True
747080,870,0,280,310,510,200,True
715384,0,310,280,190,260,130,True
749089,0,570,280,250,310,260,True
740975,250,570,280,310,420,130,True
762679,560,570,280,310,420,120,True
732529,870,570,280,310,420,110,True
739731,0,310,410,180,250,90,True
743369,250,570,410,310,180,380,False
774708,560,570,410,280,420,110,True
726439,840,570,410,360,260,110,False
712817,250,750,410,310,230,240,False
767962,560,570,520,280,320,300,True
765858,840,570,520,360,270,250,False
700267,840,840,520,280,150,190,False
747092,250,0,540,310,510,200,True
704787,560,0,540,270,510,200,True
755655,830,0,540,240,510,200,True
708262,1070,0,540,130,310,180,True
789777,0,570,540,250,310,240,True
762366,0,0,620,240,310,230,True
701193,0,310,620,210,200,180,False
714146,250,750,650,300,230,140,False
747086,250,0,740,210,510,200,True
704759,560,0,740,270,450,220,True
733606,830,0,740,370,280,180,False
779550,830,280,740,310,230,180,False
705482,840,570,770,350,270,230,False
703674,840,840,770,310,140,180,False
737714,0,570,780,230,310,230,True
745717,250,570,790,310,170,300,False
761023,250,750,790,310,230,230,False
746265,0,310,800,210,160,190,False
763098,560,570,820,230,320,230,True
765711,0,0,850,230,310,230,True
705024,830,0,920,370,270,170,False
705187,830,280,920,300,230,180,False
722273,250,0,940,210,410,180,True
708183,840,840,950,310,140,180,False
719633,560,0,960,270,450,220,True
704968,840,570,1000,290,270,210,False
716206,0,570,1010,210,310,200,True
775859,250,750,1020,310,180,180,False
762924,560,570,1050,230,310,130,True
758330,0,0,1080,180,310,170,True
701172,830,0,1090,360,270,160,False
704025,250,570,1090,290,170,290,False
765802,830,280,1100,300,180,290,False
794221,250,0,1120,210,410,180,True
786456,840,840,1130,290,140,130,False
780922,560,0,1180,240,450,170,True
780148,560,570,1180,170,310,170,True
763560,250,750,1200,310,180,150,False
731408,0,570,1210,210,280,150,True
704739,840,570,1210,290,200,300,False
743756,0,0,1250,140,290,120,True
739101,830,0,1250,360,270,150,False
748547,840,840,1260,290,140,120,False
763541,250,0,1300,210,400,180,True
766135,560,0,1350,190,450,160,True
761948,0,570,1360,210,280,110,True
601468,830,0,1400,360,220,180,False
722830,0,570,1470,210,280,90,True
736957,250,0,1480,200,400,210,True
755958,560,0,1510,140,410,200,True
704883,840,570,1510,290,200,290,False
759125,0,570,1560,200,270,210,True
756636,830,0,1580,290,220,80,False
778742,830,0,1660,290,210,110,False
704801,250,0,1690,200,390,210,True
755961,560,0,1710,140,410,200,True
718813,830,0,1770,290,210,90,False
787240,830,0,1860,290,210,80,False
753284,250,0,1900,200,380,210,True
768171,560,0,1910,140,410,200,True
746286,250,0,2110,200,370,140,True
770579,560,0,2110,140,410,200,True
787172,560,0,2310,140,410,200,True
769885,560,0,2510,140,410,190,True
755960,560,0,2700,140,400,190,True

Execution,0.003s
Fill,42.04%
