PalletId,351
Address,A
ExecutionTime,0.538 seconds

SKU,X,Y,Z,Length,Width,Height,Rotated
793270,0,0,0,450,300,300,False
793270,450,0,0,450,300,300,False
793270,450,300,0,450,300,300,False
793270,450,600,0,450,300,300,False
793270,0,300,0,450,300,300,False
793270,0,600,0,450,300,300,False
793270,900,0,0,300,450,300,True
793270,900,450,0,300,450,300,True
764501,0,0,300,450,300,250,False
773849,450,0,300,450,300,250,False
794985,450,300,300,450,300,250,False
794985,450,600,300,450,300,250,False
722146,0,300,300,450,300,250,False
722105,0,600,300,450,300,250,False
708116,900,0,300,300,450,250,True
739002,900,450,300,300,450,250,True
793134,0,0,550,350,300,250,False
762386,350,0,550,350,300,250,False
769791,700,0,550,350,300,250,False
736672,700,300,550,350,500,150,True
765860,350,300,550,350,300,250,False
781504,0,300,550,350,500,150,True
769792,350,600,550,350,300,250,False
700734,700,800,550,350,200,250,False
700734,0,800,550,350,200,250,False
769885,1050,0,550,150,450,200,True
755956,1050,450,550,150,450,200,True
762671,0,0,800,300,200,400,False
704440,300,0,800,400,300,200,False
760124,700,0,800,400,300,200,False
783765,700,300,800,400,300,200,False
780770,700,600,800,400,300,200,False
704440,300,300,800,400,300,200,False
704443,300,600,800,400,300,200,False
705074,0,200,800,300,400,200,True
716886,0,600,800,300,400,200,True
748688,0,0,1200,400,250,200,False
758729,400,0,1200,400,250,200,False
765043,800,0,1200,400,250,200,False
765044,800,250,1200,400,250,200,False
704958,800,500,1200,400,250,200,False
723589,800,750,1200,400,250,200,False
704945,400,250,1200,400,250,200,False
707565,400,500,1200,400,250,200,False
723509,400,750,1200,400,250,200,False
723510,0,250,1200,400,250,200,False
723510,0,500,1200,400,250,200,False
704945,0,750,1200,400,250,200,False
703307,0,0,1400,400,200,200,False
703307,400,0,1400,400,200,200,False
708186,800,0,1400,400,200,200,False
708186,800,200,1400,400,200,200,False
708188,800,400,1400,400,200,200,False
703307,800,600,1400,400,200,200,False
708186,800,800,1400,400,200,200,False
703307,400,200,1400,400,200,200,False
708188,400,400,1400,400,200,200,False
703307,400,600,1400,400,200,200,False
708186,400,800,1400,400,200,200,False
703307,0,200,1400,400,200,200,False
708186,0,400,1400,400,200,200,False
703307,0,600,1400,400,200,200,False
708188,0,800,1400,400,200,200,False
774621,0,0,1600,450,300,100,False
705471,450,0,1600,450,300,100,False
700125,450,300,1600,450,300,100,False
762765,450,600,1600,450,300,100,False
774621,0,300,1600,450,300,100,False
774655,0,600,1600,450,300,100,False
700125,900,0,1600,300,450,100,True
774655,900,450,1600,300,450,100,True
774635,0,0,1700,350,250,150,False
774645,350,0,1700,350,250,150,False
774645,700,0,1700,350,250,150,False
775950,700,250,1700,350,250,150,False
786442,700,500,1700,350,250,150,False
786442,700,750,1700,350,250,150,False
786452,350,250,1700,350,250,150,False
790528,350,500,1700,350,250,150,False
723553,350,750,1700,350,250,150,False
740714,0,250,1700,350,250,150,False
741095,0,500,1700,350,250,150,False
765975,0,750,1700,350,250,150,False
788720,0,0,1850,400,300,100,False
704052,400,0,1850,400,300,100,False
704256,800,0,1850,400,300,100,False
788720,800,300,1850,400,300,100,False
704097,800,600,1850,400,300,100,False
704256,400,300,1850,400,300,100,False
756686,400,600,1850,400,300,100,False
766270,0,300,1850,400,300,100,False
715687,0,600,1850,400,300,100,False
763551,0,0,1950,350,200,150,False
763560,350,0,1950,350,200,150,False
763550,700,0,1950,350,200,150,False
763560,700,200,1950,350,200,150,False
763560,700,400,1950,350,200,150,False
768352,700,600,1950,350,200,150,False
766171,350,200,1950,350,300,100,False
772008,350,500,1950,350,300,100,False
763562,700,800,1950,350,200,150,False
770200,0,200,1950,350,300,100,False
766166,0,500,1950,350,300,100,False
763562,350,800,1950,350,200,150,False
768352,0,800,1950,350,200,150,False

FillRate,81.18%
