SKU,X,Y,Z,Length,Width,Height,Rotated
725278,0,0,0,500,500,200,False
770406,500,0,0,500,500,200,False
780662,1000,0,0,200,450,200,True
793592,0,500,0,400,500,200,True
788710,400,500,0,350,500,200,True
795469,750,500,0,350,500,200,True
795469,0,0,200,500,350,200,False
600591,500,0,200,500,350,150,False
707785,1000,0,200,200,350,200,True
736672,0,350,200,500,350,150,False
736672,500,350,200,500,350,150,False
780145,1000,350,200,200,350,200,True
704757,0,700,200,550,300,200,False
759572,550,700,200,550,300,150,False
704962,0,0,400,550,350,250,False
769955,550,0,400,550,350,250,False
737114,0,350,400,500,350,150,False
737117,500,350,400,500,350,150,False
700734,1000,350,400,200,350,250,True
747688,0,700,400,500,300,250,False
776661,500,700,400,500,300,250,False
767725,1000,700,400,200,300,150,True
739510,0,0,650,500,350,150,False
737101,500,0,650,500,350,100,False
731023,1000,0,650,200,300,100,True
718975,0,350,650,450,350,150,False
761780,450,350,650,450,350,150,False
735873,900,350,650,300,350,150,True
762575,0,700,650,550,250,100,False
792545,550,700,650,550,250,100,False
703437,0,0,800,450,350,200,False
764816,450,0,800,450,350,150,False
738986,900,0,800,300,350,150,True
744565,0,350,800,400,350,200,False
747679,400,350,800,450,300,200,False
738995,850,350,800,350,300,150,False
712600,0,700,800,450,300,150,False
757198,450,700,800,450,300,150,False
731408,900,700,800,250,300,150,True
774621,0,0,1000,450,300,100,False
765577,450,0,1000,500,250,100,False
739742,950,0,1000,250,200,100,False
704051,0,300,1000,400,300,100,False
717852,400,300,1000,400,300,100,False
786735,800,300,1000,400,300,100,False
787557,0,600,1000,300,400,100,True
788720,300,600,1000,300,400,100,True
786423,600,600,1000,450,250,100,False
799564,0,0,1100,450,300,150,False
701615,450,0,1100,400,300,150,False
738995,850,0,1100,350,300,150,False
702589,0,300,1100,400,300,150,False
764630,400,300,1100,400,300,150,False
779171,800,300,1100,400,300,150,False
781909,0,600,1100,300,400,150,True
761450,300,600,1100,350,300,150,False
762730,650,600,1100,350,300,150,False
735619,1000,600,1100,200,300,100,True
727804,0,0,1250,500,250,200,False
764136,500,0,1250,500,250,200,False
701193,1000,0,1250,200,250,200,True
796798,0,250,1250,500,250,200,False
715674,500,250,1250,450,250,200,False
716773,950,250,1250,250,200,200,False
731214,0,500,1250,400,300,200,False
760124,400,500,1250,400,300,200,False
765033,800,500,1250,400,300,200,False
712316,0,800,1250,550,200,200,False
780662,550,800,1250,450,200,200,False
765944,0,0,1450,350,300,150,False
766174,350,0,1450,350,300,150,False
770952,700,0,1450,350,300,150,False
748873,1050,0,1450,150,300,150,True
774189,0,300,1450,350,300,150,False
700859,350,300,1450,350,250,150,False
710582,700,300,1450,350,250,150,False
711079,0,600,1450,350,250,150,False
714643,350,600,1450,350,250,150,False
724280,700,600,1450,350,250,150,False
765046,0,0,1600,400,300,200,False
704945,400,0,1600,400,250,200,False
705039,800,0,1600,400,250,200,False
722261,0,300,1600,400,250,200,False
723510,400,300,1600,400,250,200,False
723589,800,300,1600,400,250,200,False
733842,0,550,1600,400,250,200,False
700026,400,550,1600,350,250,200,False
704587,750,550,1600,350,250,200,False
708188,0,800,1600,400,200,200,False
739991,400,800,1600,400,200,200,False
765932,800,800,1600,400,200,150,False
750103,0,0,1800,550,350,300,False
789812,550,0,1800,450,300,300,False
704776,1000,0,1800,200,300,300,True
739022,0,350,1800,450,300,250,False
767962,450,350,1800,350,300,300,False
715487,800,350,1800,350,300,250,False
769792,0,650,1800,300,350,250,True
796664,300,650,1800,300,350,250,True
708130,600,650,1800,400,250,250,False
723035,1000,650,1800,200,250,200,True
724280,0,0,2100,350,250,150,False
733148,350,0,2100,350,250,150,False
733148,700,0,2100,350,250,150,False
733153,0,250,2100,350,250,150,False
733301,350,250,2100,350,250,150,False
737147,700,250,2100,350,250,150,False
740713,0,500,2100,350,250,150,False
740714,350,500,2100,350,250,150,False
740757,700,500,2100,350,250,150,False
752082,0,750,2100,350,250,150,False
752434,350,750,2100,350,250,150,False
759640,700,750,2100,350,250,150,False
760674,0,0,2250,350,250,150,False
761275,350,0,2250,350,250,150,False
761695,700,0,2250,350,250,150,False
