SKU,X,Y,Z,Len,Wid,Hgt,Rot
743889,0,0,0,260,580,300,True
769955,260,0,0,310,520,210,True
708107,570,0,0,330,510,130,True
761788,900,0,0,280,430,70,True
777763,0,580,0,260,310,210,True
739002,260,580,0,280,420,210,True
739022,540,580,0,280,420,210,True
710475,820,580,0,320,420,160,True
704051,570,0,130,280,380,80,True
704053,900,0,130,280,370,80,True
704054,260,0,210,280,370,80,True
738855,570,0,210,270,360,80,True
746322,840,0,210,360,260,70,False
713855,0,580,210,210,280,90,True
716169,260,580,210,280,210,90,False
746241,540,580,210,260,350,70,True
707681,0,0,300,260,350,180,True
747080,260,0,300,310,510,200,True
704757,570,0,300,270,510,200,True
704757,840,0,300,270,510,200,True
739294,0,350,300,260,210,140,False
702794,0,580,300,260,360,170,True
710693,260,580,300,310,420,130,True
735107,570,580,300,310,420,120,True
721356,880,580,300,280,420,110,True
743369,260,580,430,310,180,380,False
739145,570,580,430,280,420,110,True
774714,850,580,430,280,420,110,True
743369,260,760,430,310,180,380,False
706012,0,580,470,260,320,190,True
706012,0,0,480,260,320,190,True
757022,0,350,480,260,190,130,False
747084,260,0,500,310,500,200,True
704757,570,0,500,270,510,200,True
704757,840,0,500,270,510,200,True
767962,570,580,540,280,320,300,True
705490,850,580,540,350,270,230,False
708263,850,850,540,310,140,180,False
775838,0,350,610,260,190,130,False
706012,0,580,660,260,320,190,True
779840,0,0,670,240,320,180,True
747090,260,0,700,310,500,200,True
704763,570,0,700,270,430,330,True
704757,840,0,700,270,510,200,True
768266,0,350,740,260,180,130,False
704956,850,580,770,290,270,210,False
748877,850,850,770,250,130,160,False
743369,260,580,810,310,180,380,False
743369,260,760,810,310,180,380,False
740751,570,580,840,220,320,170,True
761661,0,0,850,240,310,230,True
724280,0,580,850,240,320,120,True
741173,0,350,870,250,180,220,False
743369,260,0,900,310,180,380,False
704757,840,0,900,270,510,200,True
704016,260,180,900,310,230,240,False
758869,850,850,930,250,130,160,False
736854,0,580,970,240,310,120,True
704739,850,580,980,290,200,300,False
742078,570,580,1010,220,290,200,True
769728,570,0,1030,200,430,240,True
704016,0,0,1080,230,310,240,True
741171,0,350,1090,250,180,210,False
704002,0,580,1090,230,310,230,True
704757,840,0,1100,270,510,200,True
703336,260,180,1140,310,230,120,False
759180,260,580,1190,300,180,290,False
704044,260,760,1190,290,180,290,False
704739,570,580,1210,200,290,300,True
704739,570,0,1270,200,290,300,True
747956,260,0,1280,310,170,160,False
704002,260,180,1280,310,230,230,False
704740,850,580,1280,290,190,290,False
704757,840,0,1300,270,510,200,True
731308,0,350,1300,250,160,150,False
704024,0,0,1320,230,310,230,True
761673,0,580,1320,230,310,230,True
760192,260,0,1440,300,170,290,False
704025,260,580,1480,290,170,290,False
755253,260,760,1480,280,160,200,False
704759,840,0,1500,270,450,220,True
704591,260,180,1510,310,210,200,False
704740,570,580,1510,190,290,290,True
761202,0,0,1550,230,310,160,True
724311,0,580,1550,230,310,120,True
704740,570,0,1570,190,290,290,True
733148,0,580,1670,230,310,120,True
737112,0,0,1710,230,310,120,True
761701,260,180,1710,290,210,170,False
704759,840,0,1720,270,450,220,True
739364,0,580,1790,230,310,120,True
739366,0,0,1830,230,310,120,True
709520,260,180,1880,290,210,110,False
761126,0,580,1910,230,310,120,True
704768,840,0,1940,270,450,220,True
767728,0,0,1950,230,310,120,True
717582,260,180,1990,250,200,150,False
767734,0,580,2030,230,310,120,True
767741,0,0,2070,230,310,120,True
774964,0,580,2150,230,310,120,True
704768,840,0,2160,270,450,220,True
763560,0,0,2190,180,310,150,True
728771,0,580,2270,200,300,290,True
704768,840,0,2380,270,450,220,True
728771,0,580,2560,200,300,290,True
704768,840,0,2600,270,450,220,True
704768,840,0,2820,270,450,220,True
728771,0,580,2850,200,300,290,True
704768,840,0,3040,270,450,220,True
704854,0,580,3140,190,300,290,True
704768,840,0,3260,270,450,220,True
722105,840,0,3480,270,450,220,True
722105,840,0,3700,270,450,220,True
722822,840,0,3920,270,450,220,True
722822,840,0,4140,270,450,220,True
764501,840,0,4360,270,450,220,True
764501,840,0,4580,270,450,220,True
764501,840,0,4800,270,450,220,True
764501,840,0,5020,270,450,220,True
764501,840,0,5240,270,450,220,True
764501,840,0,5460,270,450,220,True
754323,840,0,5680,250,450,180,True
720050,840,0,5860,250,330,190,True
779923,840,0,6050,250,310,200,True
789922,840,0,6250,250,300,200,True

Execution,0.005s
Fill,27.96%
