SKU,X,Y,Z,Len,Wid,Hgt,Rot
747093,0,0,0,310,510,210,True
760194,310,0,0,250,510,210,True
731574,560,0,0,250,500,200,True
769600,810,0,0,380,280,150,False
700033,810,280,0,300,220,130,False
600595,0,510,0,310,460,120,True
774621,310,510,0,280,420,80,True
756481,590,510,0,270,370,70,True
770200,860,510,0,270,350,70,True
703267,310,510,80,280,220,60,False
739000,590,510,80,270,360,120,True
757136,860,510,80,340,230,90,False
713413,0,510,120,290,220,80,False
761024,0,0,210,310,230,230,False
722105,310,0,210,270,450,220,True
769600,580,0,210,280,380,150,True
769600,860,0,210,280,380,150,True
737221,0,230,210,310,240,120,False
737512,0,510,210,310,230,120,False
723588,310,510,210,340,380,270,True
733842,650,510,210,230,380,190,True
769600,880,510,210,280,380,150,True
739306,0,740,210,310,230,120,False
782051,0,230,330,290,210,110,False
739364,0,510,330,310,230,120,False
739366,0,740,330,310,230,120,False
704760,310,0,430,270,350,290,True
769600,580,0,430,280,380,150,True
769600,860,0,430,280,380,150,True
763560,0,0,440,310,180,150,False
708194,0,230,440,310,140,180,False
707700,0,510,450,190,210,120,True
769600,310,510,480,280,380,150,True
769600,650,510,480,280,380,150,True
766174,930,510,480,270,350,130,True
716886,580,0,580,270,360,170,True
704525,860,0,580,340,250,150,False
722549,310,510,630,270,360,170,True
737987,650,510,630,270,350,120,True
737988,930,510,630,270,350,120,True
747011,310,0,720,260,350,140,True
765941,860,0,730,330,250,110,False
766175,580,0,750,260,350,140,True
705450,650,510,750,260,350,120,True
705451,930,510,750,260,350,120,True
774189,310,510,800,260,330,120,True
768543,860,0,840,330,240,130,False
765942,310,0,860,250,330,110,True
734965,650,510,870,250,330,90,True
724280,930,510,870,240,320,120,True
724282,580,0,890,240,320,120,True
700404,310,510,920,230,320,230,True

Execution,0.003s
Fill,50.10%
