PalletId,169
Address,C
ExecutionTime,4.450 seconds

SKU,X,Y,Z,Length,Width,Height,Rotated
771759,0,0,0,600,350,250,False
771759,600,0,0,600,350,250,False
780134,600,350,0,600,350,250,False
771759,0,350,0,600,350,250,False
780136,600,700,0,600,300,250,False
790142,0,700,0,600,300,250,False
788710,0,0,250,500,350,200,False
795469,500,0,250,500,350,200,False
747090,500,350,250,500,350,200,False
747084,0,350,250,500,350,200,False
762669,500,700,250,450,300,200,False
762669,0,700,250,450,300,200,False
789728,1000,0,250,200,450,200,True
721930,1000,450,250,200,450,200,True
728165,0,0,450,450,350,200,False
739507,450,0,450,450,350,200,False
752304,450,350,450,450,350,200,False
752304,0,350,450,450,350,200,False
755655,900,0,450,250,550,200,True
708567,450,700,450,400,300,200,False
765033,0,700,450,400,300,200,False
774750,900,550,450,250,450,200,True
776019,0,0,650,350,250,300,False
739511,350,0,650,500,350,150,False
739512,350,350,650,500,350,150,False
766377,850,0,650,350,500,150,True
776019,850,500,650,350,250,300,False
798375,0,250,650,350,500,150,True
764492,350,700,650,350,300,250,False
744924,850,750,650,350,250,300,False
774924,0,750,650,350,250,300,False
794621,700,700,650,150,250,250,True
762766,0,0,950,450,350,150,False
710693,450,0,950,450,350,150,False
715845,450,350,950,450,350,150,False
735107,0,350,950,450,350,150,False
791944,450,700,950,400,300,150,False
737729,0,700,950,400,300,150,False
740582,900,0,950,300,400,150,True
740738,900,400,950,300,400,150,True
767988,900,800,950,300,200,150,False
761232,0,0,1100,350,250,250,False
762970,350,0,1100,350,250,250,False
765711,700,0,1100,350,250,250,False
799529,700,250,1100,350,250,250,False
761234,700,500,1100,350,250,250,False
765705,700,750,1100,350,250,250,False
700404,350,250,1100,350,250,250,False
704014,350,500,1100,350,250,250,False
704016,350,750,1100,350,250,250,False
761221,0,250,1100,350,250,250,False
761232,0,500,1100,350,250,250,False
761671,0,750,1100,350,250,250,False
708183,1050,0,1100,150,350,200,True
708184,1050,350,1100,150,350,200,True
714798,1050,700,1100,150,300,200,True
718245,0,0,1350,300,300,200,False
779171,300,0,1350,400,300,150,False
781909,700,0,1350,400,300,150,False
790275,700,300,1350,400,300,150,False
737721,700,600,1350,400,300,150,False
740582,300,300,1350,400,300,150,False
781909,300,600,1350,400,300,150,False
785571,0,300,1350,300,400,150,True
718245,0,700,1350,300,300,200,False
738985,0,0,1550,350,300,150,False
739008,350,0,1550,350,300,150,False
739008,700,0,1550,350,300,150,False
739044,700,300,1550,350,300,150,False
756477,700,600,1550,350,300,150,False
716445,350,300,1550,350,300,150,False
720296,350,600,1550,350,300,150,False
724354,0,300,1550,350,300,150,False
738995,0,600,1550,350,300,150,False
709555,1050,0,1550,150,300,150,True
735620,1050,300,1550,150,450,100,True
788876,1050,750,1550,150,250,150,True
767727,0,0,1700,350,250,150,False
767732,350,0,1700,350,250,150,False
767742,700,0,1700,350,250,150,False
770673,700,250,1700,350,250,150,False
774645,700,500,1700,350,250,150,False
784991,700,750,1700,350,250,150,False
700392,350,250,1700,350,250,150,False
707899,350,500,1700,350,250,150,False
724284,350,750,1700,350,250,150,False
740713,0,250,1700,350,250,150,False
749022,0,500,1700,350,250,150,False
760390,0,750,1700,350,250,150,False
770374,0,0,1850,350,250,150,False
770971,350,0,1850,350,250,150,False
774645,700,0,1850,350,250,150,False
786442,700,250,1850,350,250,150,False
710301,700,500,1850,350,250,150,False
724311,700,750,1850,350,250,150,False
731325,350,250,1850,350,250,150,False
734951,350,500,1850,350,250,150,False
740714,350,750,1850,350,250,150,False
740757,0,250,1850,350,250,150,False
753143,0,500,1850,350,250,150,False
761275,0,750,1850,350,250,150,False
729949,0,0,2000,300,250,150,False
739294,300,0,2000,300,250,150,False
714146,600,0,2000,300,250,150,False
738779,900,0,2000,300,250,150,False
792088,900,250,2000,300,250,150,False
718316,900,500,2000,300,250,150,False
733715,900,750,2000,300,250,150,False
761446,600,250,2000,300,250,150,False
709520,600,500,2000,300,250,150,False
731408,600,750,2000,300,250,150,False
733725,300,250,2000,300,250,150,False
707917,300,500,2000,300,250,150,False
741549,300,750,2000,300,250,150,False
746239,0,250,2000,300,250,150,False
766241,0,500,2000,300,250,150,False
733715,0,750,2000,300,250,150,False

FillRate,88.59%
