SKU,X,Y,Z,Len,Wid,Hgt,Rot
710713,0,0,0,390,510,200,True
747083,390,0,0,310,510,200,True
747090,700,0,0,500,310,200,False
746675,700,310,0,370,200,140,False
600591,0,510,0,310,470,120,True
600594,390,510,0,310,470,120,True
736672,700,510,0,310,470,120,True
767725,1010,510,0,180,260,120,True
704051,0,510,120,280,380,80,True
787240,390,510,120,290,210,80,False
714512,700,510,120,260,350,70,True
767133,0,0,200,270,510,200,True
701728,390,0,200,210,510,200,True
747086,600,0,200,210,510,200,True
760193,810,0,200,240,500,200,True
780577,1050,0,200,140,410,200,True
706621,0,510,200,260,490,240,True
743805,260,510,200,130,410,190,True
715009,390,510,200,260,490,240,True
771636,650,510,200,540,230,80,False
766171,650,740,200,350,260,70,False
603418,650,510,280,310,230,120,False
739232,650,740,280,410,260,140,False
767207,1060,740,280,130,240,90,True
767136,0,0,400,270,450,220,True
764568,390,0,400,210,310,200,True
747081,600,0,400,310,500,210,True
747688,910,0,400,260,500,210,True
793270,0,510,440,260,410,290,True
746972,260,510,440,130,410,190,True
708567,390,510,440,260,360,170,True
781504,650,510,440,310,460,130,True
734588,960,510,440,240,320,120,True
758869,390,870,440,250,130,160,False
704948,650,510,570,310,250,340,False
748688,960,510,570,240,360,190,True
708263,650,760,570,310,140,180,False
707917,390,0,600,210,280,110,True
746037,600,0,610,310,460,120,True
718245,910,0,610,290,290,200,False
720489,910,290,610,290,210,90,False
765043,390,510,610,240,360,190,True
715487,0,0,620,270,350,230,True
765351,910,290,700,280,210,90,False
708119,390,0,710,180,260,190,True
704010,600,0,730,310,230,230,False
737714,600,230,730,310,230,230,False
737721,0,510,730,260,360,150,True
765044,960,510,760,240,360,190,True
740618,390,510,800,240,340,160,True
764075,910,0,810,240,140,220,False
770211,0,0,850,270,350,140,True
738995,0,510,880,260,350,120,True
760390,650,510,910,310,240,120,False
728771,650,760,910,300,200,290,False
767590,960,510,950,240,310,120,True
703336,600,0,960,310,230,120,False
710303,600,230,960,310,230,120,False
720600,390,510,960,230,310,120,True
715690,0,0,990,270,350,100,True
772900,0,510,1000,260,340,110,True
761191,650,510,1030,310,230,120,False
767727,960,510,1070,230,310,120,True
767728,600,0,1080,310,230,120,False
700202,600,230,1080,300,220,200,False
760192,390,510,1080,170,300,290,True
765976,0,0,1090,260,330,110,True
700859,0,510,1110,250,340,110,True
778781,0,0,1200,250,330,200,True
720050,0,510,1220,250,330,190,True
740617,0,0,1400,250,330,160,True
755258,0,510,1410,250,330,140,True
765942,0,510,1550,250,330,110,True

Execution,0.005s
Fill,53.97%
