PalletId,114
Address,C
ExecutionTime,4.428 seconds

SKU,X,Y,Z,Length,Width,Height,Rotated
750103,0,0,0,550,350,300,False
750108,550,0,0,550,350,300,False
750103,550,350,0,550,350,300,False
750108,0,350,0,550,350,300,False
769429,550,700,0,550,300,300,False
769429,0,700,0,550,300,300,False
773888,0,0,300,450,300,250,False
722146,450,0,300,450,300,250,False
722146,450,300,300,450,300,250,False
722146,450,600,300,450,300,250,False
722146,0,300,300,450,300,250,False
764501,0,600,300,450,300,250,False
764501,900,0,300,300,450,250,True
764501,900,450,300,300,450,250,True
745694,0,0,550,550,250,200,False
747085,550,0,550,550,250,200,False
705889,550,250,550,550,250,200,False
755655,550,500,550,550,250,200,False
705889,550,750,550,550,250,200,False
705889,0,250,550,550,250,200,False
747085,0,500,550,550,250,200,False
755655,0,750,550,550,250,200,False
765860,0,0,750,350,300,250,False
777763,350,0,750,350,300,250,False
704076,700,0,750,500,350,150,False
705055,700,350,750,350,300,250,False
705482,700,650,750,350,300,250,False
715487,350,300,750,350,300,250,False
716908,0,300,750,350,500,150,True
730889,350,600,750,350,300,250,False
736390,0,800,750,350,200,200,False
743805,1050,350,750,150,450,200,True
784270,0,0,1000,450,350,150,False
702100,450,0,1000,450,350,150,False
707290,450,350,1000,450,350,150,False
710693,0,350,1000,450,350,150,False
738943,450,700,1000,400,300,150,False
772126,0,700,1000,400,300,150,False
790275,900,0,1000,300,400,150,True
723622,900,400,1000,300,400,150,True
788268,900,800,1000,300,200,150,False
769520,0,0,1150,350,250,250,False
761211,350,0,1150,350,250,250,False
761666,700,0,1150,350,250,250,False
789777,700,250,1150,350,250,250,False
700401,700,500,1150,350,250,250,False
704014,700,750,1150,350,250,250,False
704016,350,250,1150,350,250,250,False
763098,350,500,1150,350,250,250,False
704002,350,750,1150,350,250,250,False
704002,0,250,1150,350,250,250,False
704002,0,500,1150,350,250,250,False
704002,0,750,1150,350,250,250,False
708184,1050,0,1150,150,350,200,True
708260,1050,350,1150,150,350,200,True
754462,1050,700,1150,150,300,200,True
717636,0,0,1400,350,250,200,False
718208,350,0,1400,350,250,200,False
737146,700,0,1400,350,250,200,False
738197,700,250,1400,350,250,200,False
748207,700,500,1400,350,250,200,False
759845,700,750,1400,350,250,200,False
764568,350,250,1400,350,250,200,False
704580,350,500,1400,350,250,200,False
704584,350,750,1400,350,250,200,False
704586,0,250,1400,350,250,200,False
704589,0,500,1400,350,250,200,False
717636,0,750,1400,350,250,200,False
708176,1050,0,1400,150,350,200,True
708196,1050,350,1400,150,350,200,True
700267,1050,700,1400,150,300,200,True
783535,0,0,1600,350,300,150,False
705448,350,0,1600,350,300,150,False
765943,700,0,1600,350,300,150,False
770211,700,300,1600,350,300,150,False
705423,700,600,1600,350,300,150,False
728931,350,300,1600,350,300,150,False
738985,350,600,1600,350,300,150,False
749881,0,300,1600,350,300,150,False
765844,0,600,1600,350,300,150,False
737218,0,0,1750,350,250,150,False
745945,350,0,1750,350,250,150,False
749022,700,0,1750,350,250,150,False
749062,700,250,1750,350,250,150,False
750676,700,500,1750,350,250,150,False
767590,700,750,1750,350,250,150,False
767728,350,250,1750,350,250,150,False
767728,350,500,1750,350,250,150,False
767741,350,750,1750,350,250,150,False
770673,0,250,1750,350,250,150,False
770971,0,500,1750,350,250,150,False
784991,0,750,1750,350,250,150,False
767746,0,0,1900,350,250,150,False
777733,350,0,1900,350,250,150,False
785166,700,0,1900,350,250,150,False
785224,700,250,1900,350,250,150,False
786442,700,500,1900,350,250,150,False
786442,700,750,1900,350,250,150,False
700352,350,250,1900,350,250,150,False
710301,350,500,1900,350,250,150,False
711079,350,750,1900,350,250,150,False
724174,0,250,1900,350,250,150,False
724311,0,500,1900,350,250,150,False
733302,0,750,1900,350,250,150,False
748877,0,0,2050,250,150,200,False
728526,250,0,2050,250,150,200,False
758869,500,0,2050,250,150,200,False
787240,750,0,2050,300,250,100,False
718910,750,250,2050,300,250,100,False
720489,750,500,2050,300,250,100,False
761198,750,750,2050,300,250,100,False
765567,500,150,2050,250,300,100,True
765667,500,450,2050,250,300,100,True
780240,500,750,2050,250,150,200,False
787240,250,150,2050,250,300,100,True
792221,250,450,2050,250,200,150,False
739720,250,650,2050,250,300,100,True
703267,0,150,2050,250,300,100,True
716169,0,450,2050,250,300,100,True
748877,0,750,2050,250,150,200,False
714006,1050,0,2050,150,250,200,True
758869,1050,250,2050,150,250,200,True
738872,1050,500,2050,150,250,200,True
714006,1050,750,2050,150,250,200,True

FillRate,87.86%
