SKU,X,Y,Z,Len,Wid,Hgt,Rot
725278,0,0,0,490,500,200,True
747084,490,0,0,310,500,200,True
731574,800,0,0,250,500,200,True
780240,1050,0,0,150,250,180,True
723018,1050,250,0,140,250,150,True
770406,0,500,0,490,490,190,False
760193,490,500,0,240,500,200,True
762753,730,500,0,470,310,130,False
757022,730,810,0,260,190,130,False
720883,730,500,130,420,310,70,False
704040,0,0,200,300,500,320,True
766131,300,0,200,190,450,170,True
747081,490,0,200,310,500,210,True
747075,800,0,200,200,500,210,True
704798,1000,0,200,200,400,210,True
704512,0,500,200,490,300,270,False
754230,490,500,200,240,500,270,True
788710,730,500,200,340,490,170,True
748877,1070,500,200,130,250,160,True
708255,0,800,200,420,200,240,False
775838,300,0,370,190,260,130,True
761651,730,500,370,330,250,90,False
713413,730,750,370,290,220,80,False
752322,490,0,410,310,430,210,True
786238,800,0,410,400,350,300,False
708183,800,350,410,310,140,180,False
705196,0,500,470,460,300,160,False
780922,490,500,470,240,450,170,True
737114,730,500,470,460,310,120,False
704805,0,800,470,400,200,210,False
739742,730,810,470,250,180,100,False
704028,0,0,520,300,170,290,False
708186,300,0,520,190,400,180,True
742076,0,170,520,260,330,230,True
757670,730,500,590,460,270,200,False
703307,730,810,590,390,190,180,False
753577,490,0,620,310,350,210,True
760191,0,500,630,170,300,290,True
718245,170,500,630,290,290,200,False
756966,490,500,640,240,320,230,True
704806,0,800,680,400,200,210,False
707776,300,0,700,190,340,190,True
777058,800,0,710,260,350,170,True
758869,1060,0,710,130,250,160,True
708198,800,350,710,310,140,180,False
705913,730,810,770,310,190,200,False
705024,730,500,790,370,270,170,False
714006,0,0,810,210,140,200,False
720050,0,170,810,250,330,190,True
743369,490,0,830,310,180,380,False
708260,490,180,830,310,140,180,False
787240,170,500,830,290,210,80,False
799529,490,500,870,230,320,230,True
701857,800,0,880,260,320,210,True
703673,1060,0,880,130,310,180,True
788268,300,0,890,190,260,130,True
708192,800,350,890,310,130,180,False
700309,0,800,890,390,200,210,False
754766,170,500,920,290,270,200,False
722549,730,500,960,360,270,170,False
743369,730,810,970,310,180,380,False
771039,0,170,1000,250,320,180,True
741173,300,0,1020,180,250,220,True
733576,800,0,1090,260,310,210,True
761235,490,500,1100,230,310,230,True
704602,0,800,1100,390,200,210,False
704027,170,500,1120,290,180,290,False
765043,730,500,1130,360,240,190,False
759845,0,170,1180,240,320,180,True
743369,490,0,1210,310,180,380,False
743369,800,0,1300,180,310,380,True
704603,0,800,1310,390,200,210,False
759845,730,500,1320,320,240,180,False
743369,490,500,1330,180,310,380,True
743369,730,810,1350,310,180,380,False
779840,0,170,1360,240,320,180,True
779840,730,500,1500,320,240,180,False
704801,0,800,1520,390,200,210,False
733729,0,170,1540,240,310,180,True
743369,490,0,1590,310,180,380,False
743369,800,0,1680,180,310,380,True
734588,730,500,1680,320,240,120,False
775859,490,500,1710,180,310,180,True
704584,0,170,1720,210,310,200,True
710333,0,800,1730,390,200,210,False
780089,730,810,1730,310,180,170,False
736854,730,500,1800,310,240,120,False
789452,0,170,1920,210,280,280,True
704589,730,500,1920,310,210,200,False
739528,0,800,1940,380,200,210,False
764568,730,500,2120,310,210,200,False
739528,0,800,2150,380,200,210,False
731408,0,170,2200,210,280,150,True
700831,730,500,2320,310,210,190,False
791931,0,170,2350,210,280,110,True
707785,0,800,2360,350,200,200,False
716177,0,170,2460,210,280,90,True
748201,730,500,2510,310,210,190,False
722830,0,170,2550,210,280,90,True
731999,0,170,2640,210,280,90,True
761240,730,500,2700,280,210,90,False

Execution,0.004s
Fill,48.73%
